time,P,G(i),H_sun,T2m,WS10m,Int
20160317:1109,238.34,991.32,51.65,14.87,5.02,0.0
20160317:1209,217.97,896.36,43.05,14.77,5.17,0.0
20160317:1309,165.01,670.96,32.25,14.73,4.95,0.0
20160317:1409,109.06,450.41,20.33,14.69,4.73,0.0
20160317:1509,32.07,158.55,7.86,14.66,4.51,0.0
20160317:1609,0.0,0.0,0.0,14.28,4.0,0.0
20160317:1709,0.0,0.0,0.0,13.91,3.48,0.0
20160317:1809,0.0,0.0,0.0,13.53,2.97,0.0
20160317:1909,0.0,0.0,0.0,14.52,2.81,0.0
20160317:2009,0.0,0.0,0.0,15.51,2.65,0.0
20160317:2109,0.0,0.0,0.0,16.5,2.5,0.0
20160317:2209,0.0,0.0,0.0,16.17,2.72,0.0
20160317:2309,0.0,0.0,0.0,15.83,2.95,0.0
20160318:0009,0.0,0.0,0.0,15.5,3.17,0.0
20160318:0109,0.0,0.0,0.0,15.66,3.0,0.0
20160318:0209,0.0,0.0,0.0,15.82,2.83,0.0
20160318:0309,0.0,0.0,0.0,15.98,2.66,0.0
20160318:0409,0.0,1.91,3.67,15.85,2.37,0.0
20160318:0509,36.77,173.84,16.26,15.72,2.07,0.0
20160318:0609,106.31,448.15,28.45,15.59,1.78,0.0
20160318:0709,164.65,690.05,39.76,15.75,2.03,0.0
20160318:0809,208.58,888.37,49.34,15.92,2.28,0.0
20160318:0909,220.91,941.04,55.63,16.08,2.52,0.0
20160318:1009,226.05,967.32,56.65,16.19,2.72,0.0
20160318:1109,165.64,698.05,51.97,16.29,2.91,0.0
20160318:1209,210.0,886.66,43.3,16.4,3.1,0.0
20160318:1309,165.65,687.77,32.45,16.26,2.99,0.0
20160318:1409,106.93,448.66,20.5,16.12,2.88,0.0
20160318:1509,34.2,171.42,8.01,15.98,2.77,0.0
20160318:1609,0.0,0.0,0.0,15.22,2.29,0.0
20160318:1709,0.0,0.0,0.0,14.46,1.82,0.0
20160318:1809,0.0,0.0,0.0,13.7,1.34,0.0
20160318:1909,0.0,0.0,0.0,13.43,1.43,0.0
20160318:2009,0.0,0.0,0.0,13.17,1.51,0.0
20160318:2109,0.0,0.0,0.0,12.9,1.6,0.0
20160318:2209,0.0,0.0,0.0,12.66,1.86,0.0
20160318:2309,0.0,0.0,0.0,12.42,2.12,0.0
20160319:0009,0.0,0.0,0.0,12.19,2.39,0.0
20160319:0109,0.0,0.0,0.0,11.43,2.99,0.0
20160319:0209,0.0,0.0,0.0,10.67,3.59,0.0
20160319:0309,0.0,0.0,0.0,9.9,4.19,0.0
20160319:0409,0.0,2.86,3.95,11.52,4.34,0.0
20160319:0509,37.85,177.55,16.55,13.14,4.48,0.0
20160319:0609,105.16,434.7,28.75,14.76,4.62,0.0
20160319:0709,153.49,631.26,40.09,16.81,4.71,0.0
20160319:0809,190.39,797.93,49.72,18.87,4.8,0.0
20160319:0909,215.52,919.1,56.03,20.92,4.88,0.0
20160319:1009,239.38,1042.61,57.03,21.87,4.32,0.0
20160319:1109,213.74,934.25,52.28,22.82,3.75,0.0
20160319:1209,190.52,831.56,43.54,23.78,3.19,0.0
20160319:1309,144.58,621.32,32.65,23.73,2.63,0.0
20160319:1409,56.39,251.76,20.66,23.68,2.07,0.0
20160319:1509,28.77,150.89,8.16,23.64,1.52,0.0
20160319:1609,0.0,0.0,0.0,21.91,1.99,0.0
20160319:1709,0.0,0.0,0.0,20.19,2.46,0.0
20160319:1809,0.0,0.0,0.0,18.46,2.94,0.0
20160319:1909,0.0,0.0,0.0,19.1,2.46,0.0
20160319:2009,0.0,0.0,0.0,19.75,1.97,0.0
20160319:2109,0.0,0.0,0.0,20.39,1.49,0.0
20160319:2209,0.0,0.0,0.0,20.01,4.09,0.0
20160319:2309,0.0,0.0,0.0,19.62,6.69,0.0
20160320:0009,0.0,0.0,0.0,19.24,9.28,0.0
20160320:0109,0.0,0.0,0.0,18.52,8.56,0.0
20160320:0209,0.0,0.0,0.0,17.81,7.83,0.0
20160320:0309,0.0,0.0,0.0,17.09,7.1,0.0
20160320:0409,0.34,8.57,4.22,17.21,7.14,0.0
20160320:0509,32.93,158.72,16.83,17.32,7.18,0.0
20160320:0609,106.73,442.79,29.05,17.44,7.21,0.0
20160320:0709,173.63,707.18,40.42,17.28,7.2,0.0
20160320:0809,143.56,575.44,50.09,17.13,7.18,0.0
20160320:0909,208.23,861.61,56.43,16.97,7.16,0.0
20160320:1009,255.07,1058.54,57.41,16.84,7.18,0.0
20160320:1109,229.19,940.13,52.6,16.71,7.2,0.0
20160320:1209,215.24,879.98,43.78,16.59,7.21,0.0
20160320:1309,141.54,573.28,32.84,16.27,6.63,0.0
20160320:1409,94.87,393.6,20.83,15.95,6.06,0.0
20160320:1509,15.85,82.29,8.31,15.63,5.48,0.0
20160320:1609,0.0,0.0,0.0,15.67,5.07,0.0
20160320:1709,0.0,0.0,0.0,15.71,4.66,0.0
20160320:1809,0.0,0.0,0.0,15.75,4.25,0.0
20160320:1909,0.0,0.0,0.0,15.4,4.12,0.0
20160320:2009,0.0,0.0,0.0,15.05,4.0,0.0
20160320:2109,0.0,0.0,0.0,14.7,3.88,0.0
20160320:2209,0.0,0.0,0.0,14.59,3.94,0.0
20160320:2309,0.0,0.0,0.0,14.47,4.0,0.0
20160321:0009,0.0,0.0,0.0,14.36,4.06,0.0
20160321:0109,0.0,0.0,0.0,14.21,4.1,0.0
20160321:0209,0.0,0.0,0.0,14.07,4.14,0.0
20160321:0309,0.0,0.0,0.0,13.92,4.18,0.0
20160321:0409,0.0,1.97,4.5,14.48,4.17,0.0
20160321:0509,19.1,97.92,17.11,15.05,4.17,0.0
20160321:0609,104.18,433.02,29.35,15.61,4.17,0.0
20160321:0709,87.13,355.26,40.76,15.78,4.72,0.0
20160321:0809,78.57,328.13,50.46,15.95,5.27,0.0
20160321:0909,225.44,936.41,56.83,16.12,5.82,0.0
20160321:1009,248.17,1035.47,57.79,15.95,5.91,0.0
20160321:1109,236.93,980.48,52.91,15.77,6.0,0.0
20160321:1209,217.68,892.98,44.02,15.6,6.1,0.0
20160321:1309,161.38,653.41,33.03,15.42,6.07,0.0
20160321:1409,103.01,425.16,20.99,15.24,6.05,0.0
20160321:1509,20.79,109.48,8.46,15.07,6.03,0.0
20160321:1609,0.0,0.0,0.0,14.81,5.62,0.0
20160321:1709,0.0,0.0,0.0,14.56,5.21,0.0
20160321:1809,0.0,0.0,0.0,14.31,4.8,0.0
20160321:1909,0.0,0.0,0.0,13.97,4.79,0.0
20160321:2009,0.0,0.0,0.0,13.63,4.78,0.0
20160321:2109,0.0,0.0,0.0,13.29,4.77,0.0
20160321:2209,0.0,0.0,0.0,13.19,4.48,0.0
20160321:2309,0.0,0.0,0.0,13.09,4.19,0.0
20160322:0009,0.0,0.0,0.0,12.99,3.9,0.0
20160322:0109,0.0,0.0,0.0,13.32,3.55,0.0
20160322:0209,0.0,0.0,0.0,13.65,3.2,0.0
20160322:0309,0.0,0.0,0.0,13.97,2.84,0.0
20160322:0409,0.0,5.91,4.78,14.3,2.35,0.0
20160322:0509,46.7,220.97,17.4,14.62,1.86,0.0
20160322:0609,113.25,477.34,29.65,14.95,1.37,0.0
20160322:0709,168.21,708.57,41.09,15.18,1.46,0.0
20160322:0809,208.81,897.71,50.83,15.41,1.56,0.0
20160322:0909,234.32,1024.68,57.24,15.64,1.66,0.0
20160322:1009,245.31,1071.04,58.17,15.81,2.14,0.0
20160322:1109,235.65,1014.37,53.21,15.97,2.62,0.0
20160322:1209,211.6,893.08,44.26,16.14,3.1,0.0
20160322:1309,167.08,692.5,33.22,16.17,3.21,0.0
20160322:1409,106.45,445.97,21.15,16.2,3.32,0.0
20160322:1509,35.49,177.24,8.6,16.23,3.43,0.0
20160322:1609,0.0,0.0,0.0,15.68,3.2,0.0
20160322:1709,0.0,0.0,0.0,15.13,2.97,0.0
20160322:1809,0.0,0.0,0.0,14.58,2.74,0.0
20160322:1909,0.0,0.0,0.0,14.05,2.64,0.0
20160322:2009,0.0,0.0,0.0,13.53,2.53,0.0
20160322:2109,0.0,0.0,0.0,13.0,2.43,0.0
20160322:2209,0.0,0.0,0.0,12.92,2.51,0.0
20160322:2309,0.0,0.0,0.0,12.84,2.59,0.0
20160323:0009,0.0,0.0,0.0,12.76,2.68,0.0
20160323:0109,0.0,0.0,0.0,12.28,3.02,0.0
20160323:0209,0.0,0.0,0.0,11.81,3.37,0.0
20160323:0309,0.0,0.0,0.0,11.33,3.71,0.0
20160323:0409,1.36,16.47,5.05,12.79,3.83,0.0
20160323:0509,48.35,229.83,17.68,14.26,3.95,0.0
20160323:0609,116.79,485.22,29.95,15.72,4.07,0.0
20160323:0709,170.84,711.14,41.42,17.55,3.74,0.0
20160323:0809,211.19,903.43,51.2,19.39,3.41,0.0
20160323:0909,233.45,1025.82,57.64,21.22,3.08,0.0
20160323:1009,233.6,1039.43,58.55,21.93,2.69,0.0
20160323:1109,208.55,923.61,53.52,22.64,2.3,0.0
20160323:1209,182.68,806.51,44.49,23.35,1.92,0.0
20160323:1309,127.07,547.67,33.4,23.69,2.29,0.0
20160323:1409,31.89,150.41,21.31,24.03,2.65,0.0
20160323:1509,3.97,30.22,8.75,24.38,3.02,0.0
20160323:1609,0.0,0.0,0.0,23.16,3.65,0.0
20160323:1709,0.0,0.0,0.0,21.94,4.28,0.0
20160323:1809,0.0,0.0,0.0,20.72,4.91,0.0
20160323:1909,0.0,0.0,0.0,20.13,5.33,0.0
20160323:2009,0.0,0.0,0.0,19.54,5.76,0.0
20160323:2109,0.0,0.0,0.0,18.95,6.18,0.0
20160323:2209,0.0,0.0,0.0,18.9,6.57,0.0
20160323:2309,0.0,0.0,0.0,18.85,6.97,0.0
20160324:0009,0.0,0.0,0.0,18.8,7.37,0.0
20160324:0109,0.0,0.0,0.0,18.2,7.25,0.0
20160324:0209,0.0,0.0,0.0,17.6,7.13,0.0
20160324:0309,0.0,0.0,0.0,16.99,7.01,0.0
20160324:0409,0.1,6.67,5.33,18.3,7.09,0.0
20160324:0509,21.46,106.04,17.96,19.61,7.18,0.0
20160324:0609,48.31,213.35,30.25,20.92,7.27,0.0
20160324:0709,107.87,456.73,41.75,22.84,6.95,0.0
20160324:0809,150.15,639.25,51.57,24.77,6.63,0.0
20160324:0909,98.45,422.51,58.04,26.69,6.32,0.0
20160324:1009,91.44,400.41,58.93,27.08,5.96,0.0
20160324:1109,221.14,972.34,53.82,27.47,5.61,0.0
20160324:1209,175.79,765.73,44.73,27.86,5.26,0.0
20160324:1309,128.74,555.91,33.59,27.17,4.9,0.0
20160324:1409,63.64,283.51,21.46,26.49,4.55,0.0
20160324:1509,16.8,90.52,8.89,25.81,4.19,0.0
20160324:1609,0.0,0.0,0.0,23.79,4.21,0.0
20160324:1709,0.0,0.0,0.0,21.78,4.23,0.0
20160324:1809,0.0,0.0,0.0,19.76,4.25,0.0
20160324:1909,0.0,0.0,0.0,19.34,4.19,0.0
20160324:2009,0.0,0.0,0.0,18.92,4.14,0.0
20160324:2109,0.0,0.0,0.0,18.5,4.08,0.0
20160324:2209,0.0,0.0,0.0,18.89,3.61,0.0
20160324:2309,0.0,0.0,0.0,19.27,3.14,0.0
20160325:0009,0.0,0.0,0.0,19.66,2.66,0.0
20160325:0109,0.0,0.0,0.0,18.11,2.74,0.0
20160325:0209,0.0,0.0,0.0,16.56,2.82,0.0
20160325:0309,0.0,0.0,0.0,15.01,2.9,0.0
20160325:0409,1.45,16.05,5.6,16.07,2.82,0.0
20160325:0509,35.64,166.5,18.25,17.14,2.74,0.0
20160325:0609,88.55,376.09,30.55,18.2,2.66,0.0
20160325:0709,139.67,591.16,42.07,19.52,2.53,0.0
20160325:0809,180.22,778.9,51.94,20.85,2.4,0.0
20160325:0909,206.62,913.25,58.44,22.17,2.28,0.0
20160325:1009,193.19,844.87,59.3,22.65,2.76,0.0
20160325:1109,115.85,497.99,54.12,23.12,3.24,0.0
20160325:1209,120.2,515.56,44.96,23.6,3.72,0.0
20160325:1309,51.98,230.74,33.77,22.83,3.78,0.0
20160325:1409,23.6,114.87,21.62,22.06,3.83,0.0
20160325:1509,12.04,67.87,9.04,21.29,3.89,0.0
20160325:1609,0.0,0.0,0.0,21.03,3.65,0.0
20160325:1709,0.0,0.0,0.0,20.78,3.4,0.0
20160325:1809,0.0,0.0,0.0,20.53,3.16,0.0
20160325:1909,0.0,0.0,0.0,20.65,3.41,0.0
20160325:2009,0.0,0.0,0.0,20.78,3.66,0.0
20160325:2109,0.0,0.0,0.0,20.9,3.9,0.0
20160325:2209,0.0,0.0,0.0,21.67,3.78,0.0
20160325:2309,0.0,0.0,0.0,22.44,3.66,0.0
20160326:0009,0.0,0.0,0.0,23.22,3.54,0.0
20160326:0109,0.0,0.0,0.0,21.65,3.23,0.0
20160326:0209,0.0,0.0,0.0,20.08,2.92,0.0
20160326:0309,0.0,0.0,0.0,18.51,2.61,0.0
20160326:0409,0.0,5.72,5.88,19.62,2.54,0.0
20160326:0509,2.52,21.91,18.53,20.74,2.48,0.0
20160326:0609,11.26,62.87,30.85,21.85,2.41,0.0
20160326:0709,74.63,324.78,42.4,22.41,2.54,0.0
20160326:0809,119.87,516.33,52.31,22.97,2.67,0.0
20160326:0909,172.26,752.05,58.84,23.53,2.8,0.0
20160326:1009,92.37,401.77,59.68,23.39,2.54,0.0
20160326:1109,109.87,475.99,54.42,23.25,2.29,0.0
20160326:1209,18.05,92.4,45.18,23.12,2.03,0.0
20160326:1309,62.35,273.01,33.95,22.55,2.65,0.0
20160326:1409,40.27,183.14,21.77,21.99,3.28,0.0
20160326:1509,5.99,39.05,9.18,21.43,3.9,0.0
20160326:1609,0.0,0.0,0.0,21.42,3.91,0.0
20160326:1709,0.0,0.0,0.0,21.41,3.91,0.0
20160326:1809,0.0,0.0,0.0,21.4,3.92,0.0
20160326:1909,0.0,0.0,0.0,20.78,4.45,0.0
20160326:2009,0.0,0.0,0.0,20.15,4.97,0.0
20160326:2109,0.0,0.0,0.0,19.53,5.5,0.0
20160326:2209,0.0,0.0,0.0,19.32,5.51,0.0
20160326:2309,0.0,0.0,0.0,19.11,5.52,0.0
20160327:0009,0.0,0.0,0.0,18.91,5.53,0.0
20160327:0109,0.0,0.0,0.0,18.64,4.51,0.0
20160327:0209,0.0,0.0,0.0,18.37,3.49,0.0
20160327:0309,0.0,0.0,0.0,18.09,2.47,0.0
20160327:0409,2.84,24.11,6.15,18.32,2.57,0.0
20160327:0509,32.44,152.12,18.81,18.56,2.67,0.0
20160327:0609,88.61,377.26,31.15,18.79,2.77,0.0
20160327:0709,146.12,613.17,42.73,18.97,3.34,0.0
20160327:0809,193.93,821.02,52.67,19.16,3.9,0.0
20160327:0909,231.15,987.98,59.24,19.34,4.47,0.0
20160327:1009,221.48,935.8,60.05,18.65,5.05,0.0
20160327:1109,194.88,811.91,54.72,17.96,5.64,0.0
20160327:1209,152.87,629.86,45.41,17.28,6.22,0.0
20160327:1309,63.27,268.56,34.13,16.54,6.13,0.0
20160327:1409,64.35,272.11,21.92,15.81,6.05,0.0
20160327:1509,22.53,110.42,9.32,15.08,5.96,0.0
20160327:1609,0.0,0.0,0.0,15.05,5.69,0.0
20160327:1709,0.0,0.0,0.0,15.03,5.42,0.0
20160327:1809,0.0,0.0,0.0,15.0,5.14,0.0
20160327:1909,0.0,0.0,0.0,14.87,5.4,0.0
20160327:2009,0.0,0.0,0.0,14.74,5.65,0.0
20160327:2109,0.0,0.0,0.0,14.61,5.9,0.0
20160327:2209,0.0,0.0,0.0,14.48,6.02,0.0
20160327:2309,0.0,0.0,0.0,14.34,6.14,0.0
20160328:0009,0.0,0.0,0.0,14.21,6.26,0.0
20160328:0109,0.0,0.0,0.0,14.26,6.49,0.0
20160328:0209,0.0,0.0,0.0,14.31,6.71,0.0
20160328:0309,0.0,0.0,0.0,14.35,6.94,0.0
20160328:0409,0.34,8.86,6.43,14.81,7.43,0.0
20160328:0509,12.14,64.77,19.09,15.28,7.92,0.0
20160328:0609,117.47,480.41,31.44,15.74,8.41,0.0
20160328:0709,180.96,726.57,43.05,15.6,8.74,0.0
20160328:0809,225.66,912.03,53.04,15.46,9.07,0.0
20160328:0909,221.57,894.21,59.64,15.32,9.39,0.0
20160328:1009,196.96,794.83,60.43,14.95,9.22,0.0
20160328:1109,251.48,1020.24,55.01,14.57,9.05,0.0
20160328:1209,192.44,772.29,45.63,14.2,8.88,0.0
20160328:1309,149.67,598.2,34.3,14.31,8.38,0.0
20160328:1409,71.6,298.0,22.08,14.42,7.88,0.0
20160328:1509,35.61,176.38,9.46,14.53,7.38,0.0
20160328:1609,0.0,0.0,0.0,14.4,6.81,0.0
20160328:1709,0.0,0.0,0.0,14.28,6.24,0.0
20160328:1809,0.0,0.0,0.0,14.15,5.67,0.0
20160328:1909,0.0,0.0,0.0,13.9,5.64,0.0
20160328:2009,0.0,0.0,0.0,13.66,5.6,0.0
20160328:2109,0.0,0.0,0.0,13.41,5.57,0.0
20160328:2209,0.0,0.0,0.0,13.67,5.75,0.0
20160328:2309,0.0,0.0,0.0,13.93,5.92,0.0
20160329:0009,0.0,0.0,0.0,14.19,6.1,0.0
20160329:0109,0.0,0.0,0.0,14.31,5.88,0.0
20160329:0209,0.0,0.0,0.0,14.44,5.66,0.0
20160329:0309,0.0,0.0,0.0,14.56,5.45,0.0
20160329:0409,0.0,4.76,6.7,14.62,5.32,0.0
20160329:0509,6.0,38.1,19.37,14.68,5.2,0.0
20160329:0609,111.81,459.89,31.74,14.74,5.08,0.0
20160329:0709,165.47,673.99,43.37,14.89,5.21,0.0
20160329:0809,216.38,889.55,53.4,15.05,5.34,0.0
20160329:0909,249.3,1037.75,60.03,15.21,5.48,0.0
20160329:1009,249.29,1039.29,60.8,15.19,5.47,0.0
20160329:1109,230.18,955.23,55.3,15.17,5.46,0.0
20160329:1209,195.22,800.11,45.85,15.16,5.45,0.0
20160329:1309,159.99,650.42,34.48,15.03,5.13,0.0
20160329:1409,98.08,406.6,22.22,14.9,4.81,0.0
20160329:1509,22.81,115.45,9.6,14.77,4.5,0.0
20160329:1609,0.0,0.0,0.0,14.46,3.82,0.0
20160329:1709,0.0,0.0,0.0,14.16,3.14,0.0
20160329:1809,0.0,0.0,0.0,13.86,2.47,0.0
20160329:1909,0.0,0.0,0.0,13.48,2.25,0.0
20160329:2009,0.0,0.0,0.0,13.09,2.03,0.0
20160329:2109,0.0,0.0,0.0,12.71,1.81,0.0
20160329:2209,0.0,0.0,0.0,13.15,1.69,0.0
20160329:2309,0.0,0.0,0.0,13.58,1.58,0.0
20160330:0009,0.0,0.0,0.0,14.02,1.46,0.0
20160330:0109,0.0,0.0,0.0,14.39,1.22,0.0
20160330:0209,0.0,0.0,0.0,14.76,0.97,0.0
20160330:0309,0.0,0.0,0.0,15.12,0.73,0.0
20160330:0409,2.78,22.97,6.98,15.12,0.72,0.0
20160330:0509,41.28,185.74,19.64,15.11,0.71,0.0
20160330:0609,119.59,507.59,32.03,15.11,0.7,0.0
20160330:0709,173.01,737.61,43.7,15.42,0.92,0.0
20160330:0809,211.67,920.83,53.76,15.73,1.14,0.0
20160330:0909,236.5,1044.93,60.43,16.04,1.37,0.0
20160330:1009,249.56,1087.66,61.17,16.16,2.44,0.0
20160330:1109,241.26,1028.89,55.59,16.28,3.52,0.0
20160330:1209,217.26,904.87,46.06,16.41,4.59,0.0
20160330:1309,172.97,708.01,34.65,16.09,5.0,0.0
20160330:1409,107.7,446.96,22.37,15.78,5.4,0.0
20160330:1509,32.99,164.1,9.74,15.47,5.81,0.0
20160330:1609,0.0,0.0,0.0,15.26,5.69,0.0
20160330:1709,0.0,0.0,0.0,15.06,5.58,0.0
20160330:1809,0.0,0.0,0.0,14.86,5.46,0.0
20160330:1909,0.0,0.0,0.0,14.57,5.29,0.0
20160330:2009,0.0,0.0,0.0,14.29,5.11,0.0
20160330:2109,0.0,0.0,0.0,14.0,4.94,0.0
20160330:2209,0.0,0.0,0.0,13.77,4.62,0.0
20160330:2309,0.0,0.0,0.0,13.54,4.3,0.0
20160331:0009,0.0,0.0,0.0,13.32,3.99,0.0
20160331:0109,0.0,0.0,0.0,13.41,4.22,0.0
20160331:0209,0.0,0.0,0.0,13.51,4.46,0.0
20160331:0309,0.0,0.0,0.0,13.6,4.69,0.0
20160331:0409,4.5,36.85,7.25,14.14,4.47,0.0
20160331:0509,54.42,253.86,19.92,14.68,4.26,0.0
20160331:0609,109.11,451.81,32.32,15.22,4.04,0.0
20160331:0709,173.25,713.11,44.01,16.05,4.27,0.0
20160331:0809,220.31,922.05,54.12,16.89,4.5,0.0
20160331:0909,246.21,1044.92,60.82,17.73,4.73,0.0
20160331:1009,257.4,1093.72,61.53,18.07,5.26,0.0
20160331:1109,245.43,1034.22,55.87,18.41,5.8,0.0
20160331:1209,219.62,913.84,46.28,18.75,6.33,0.0
20160331:1309,174.39,715.65,34.82,18.53,6.69,0.0
20160331:1409,113.66,474.75,22.52,18.31,7.06,0.0
20160331:1509,39.03,196.71,9.88,18.09,7.42,0.0
20160331:1609,0.0,0.0,0.0,17.66,7.19,0.0
20160331:1709,0.0,0.0,0.0,17.24,6.95,0.0
20160331:1809,0.0,0.0,0.0,16.82,6.72,0.0
20160331:1909,0.0,0.0,0.0,16.42,6.29,0.0
20160331:2009,0.0,0.0,0.0,16.03,5.85,0.0
20160331:2109,0.0,0.0,0.0,15.63,5.42,0.0
20160331:2209,0.0,0.0,0.0,15.24,5.2,0.0
20160331:2309,0.0,0.0,0.0,14.85,4.97,0.0
20160401:0009,0.0,0.0,0.0,14.46,4.74,0.0
20160401:0109,0.0,0.0,0.0,13.99,4.51,0.0
20160401:0209,0.0,0.0,0.0,13.53,4.27,0.0
20160401:0309,0.0,0.0,0.0,13.07,4.03,0.0
20160401:0409,5.35,40.41,7.52,14.08,3.88,0.0
20160401:0509,53.33,248.86,20.2,15.08,3.72,0.0
20160401:0609,118.28,492.51,32.61,16.09,3.57,0.0
20160401:0709,174.8,728.63,44.33,17.14,3.43,0.0
20160401:0809,213.27,908.4,54.48,18.19,3.3,0.0
20160401:0909,235.7,1024.48,61.22,19.23,3.16,0.0
20160401:1009,244.53,1059.95,61.9,19.51,3.83,0.0
20160401:1109,235.9,1010.93,56.15,19.79,4.5,0.0
20160401:1209,210.32,886.47,46.49,20.07,5.17,0.0
20160401:1309,166.56,692.88,34.99,20.37,5.82,0.0
20160401:1409,103.17,437.1,22.66,20.67,6.46,0.0
20160401:1509,34.17,174.33,10.01,20.96,7.1,0.0
20160401:1609,0.0,0.0,0.0,20.43,7.11,0.0
20160401:1709,0.0,0.0,0.0,19.91,7.11,0.0
20160401:1809,0.0,0.0,0.0,19.38,7.12,0.0
20160401:1909,0.0,0.0,0.0,18.78,6.71,0.0
20160401:2009,0.0,0.0,0.0,18.19,6.31,0.0
20160401:2109,0.0,0.0,0.0,17.59,5.9,0.0
20160401:2209,0.0,0.0,0.0,16.86,5.56,0.0
20160401:2309,0.0,0.0,0.0,16.13,5.22,0.0
20160402:0009,0.0,0.0,0.0,15.39,4.88,0.0
20160402:0109,0.0,0.0,0.0,14.99,4.84,0.0
20160402:0209,0.0,0.0,0.0,14.58,4.8,0.0
20160402:0309,0.0,0.0,0.0,14.17,4.76,0.0
20160402:0409,5.95,43.28,7.79,15.47,4.56,0.0
20160402:0509,53.15,248.45,20.47,16.78,4.35,0.0
20160402:0609,118.19,495.27,32.9,18.08,4.15,0.0
20160402:0709,173.4,730.1,44.65,19.56,3.64,0.0
20160402:0809,211.41,915.47,54.84,21.04,3.13,0.0
20160402:0909,231.36,1030.6,61.61,22.52,2.62,0.0
20160402:1009,238.76,1060.01,62.26,22.75,3.21,0.0
20160402:1109,230.54,1011.02,56.43,22.97,3.81,0.0
20160402:1209,204.6,881.05,46.7,23.19,4.4,0.0
20160402:1309,152.8,645.89,35.15,23.14,5.26,0.0
20160402:1409,100.51,431.49,22.81,23.09,6.13,0.0
20160402:1509,32.52,167.68,10.15,23.04,6.99,0.0
20160402:1609,0.0,0.0,0.0,22.34,7.07,0.0
20160402:1709,0.0,0.0,0.0,21.63,7.15,0.0
20160402:1809,0.0,0.0,0.0,20.93,7.23,0.0
20160402:1909,0.0,0.0,0.0,20.24,6.79,0.0
20160402:2009,0.0,0.0,0.0,19.55,6.35,0.0
20160402:2109,0.0,0.0,0.0,18.86,5.92,0.0
20160402:2209,0.0,0.0,0.0,18.04,5.55,0.0
20160402:2309,0.0,0.0,0.0,17.22,5.19,0.0
20160403:0009,0.0,0.0,0.0,16.4,4.83,0.0
20160403:0109,0.0,0.0,0.0,16.92,4.45,0.0
20160403:0209,0.0,0.0,0.0,17.43,4.06,0.0
20160403:0309,0.0,0.0,0.0,17.95,3.68,0.0
20160403:0409,6.55,45.98,8.06,18.09,3.27,0.0
20160403:0509,52.42,246.13,20.74,18.22,2.86,0.0
20160403:0609,115.05,487.62,33.18,18.36,2.44,0.0
20160403:0709,168.87,719.77,44.96,19.46,2.3,0.0
20160403:0809,199.05,867.89,55.19,20.55,2.17,0.0
20160403:0909,227.92,1019.78,62.0,21.64,2.03,0.0
20160403:1009,239.02,1053.81,62.62,21.75,3.32,0.0
20160403:1109,231.02,998.13,56.71,21.86,4.62,0.0
20160403:1209,204.24,863.53,46.9,21.97,5.92,0.0
20160403:1309,158.18,660.2,35.32,21.42,6.15,0.0
20160403:1409,89.74,382.03,22.95,20.87,6.38,0.0
20160403:1509,22.71,116.55,10.29,20.31,6.61,0.0
20160403:1609,0.0,0.0,0.0,19.68,6.26,0.0
20160403:1709,0.0,0.0,0.0,19.05,5.91,0.0
20160403:1809,0.0,0.0,0.0,18.42,5.56,0.0
20160403:1909,0.0,0.0,0.0,17.73,5.07,0.0
20160403:2009,0.0,0.0,0.0,17.04,4.57,0.0
20160403:2109,0.0,0.0,0.0,16.34,4.08,0.0
20160403:2209,0.0,0.0,0.0,16.37,3.71,0.0
20160403:2309,0.0,0.0,0.0,16.4,3.33,0.0
20160404:0009,0.0,0.0,0.0,16.43,2.95,0.0
20160404:0109,0.0,0.0,0.0,16.87,2.28,0.0
20160404:0209,0.0,0.0,0.0,17.3,1.6,0.0
20160404:0309,0.0,0.0,0.0,17.73,0.92,0.0
20160404:0409,6.99,48.04,8.32,17.69,1.05,0.0
20160404:0509,53.6,252.98,21.01,17.65,1.18,0.0
20160404:0609,117.23,499.75,33.47,17.61,1.31,0.0
20160404:0709,172.36,734.09,45.27,18.54,2.05,0.0
20160404:0809,212.48,917.01,55.54,19.46,2.78,0.0
20160404:0909,237.01,1031.91,62.39,20.38,3.52,0.0
20160404:1009,246.05,1066.39,62.98,20.4,4.26,0.0
20160404:1109,237.53,1016.48,56.98,20.41,5.0,0.0
20160404:1209,210.63,885.67,47.11,20.42,5.74,0.0
20160404:1309,166.3,691.34,35.48,20.04,5.66,0.0
20160404:1409,101.39,429.03,23.09,19.65,5.57,0.0
20160404:1509,32.62,165.3,10.42,19.26,5.49,0.0
20160404:1609,0.0,0.0,0.0,18.54,4.94,0.0
20160404:1709,0.0,0.0,0.0,17.83,4.4,0.0
20160404:1809,0.0,0.0,0.0,17.11,3.85,0.0
20160404:1909,0.0,0.0,0.0,17.42,3.37,0.0
20160404:2009,0.0,0.0,0.0,17.73,2.88,0.0
20160404:2109,0.0,0.0,0.0,18.04,2.4,0.0
20160404:2209,0.0,0.0,0.0,18.03,2.23,0.0
20160404:2309,0.0,0.0,0.0,18.02,2.05,0.0
20160405:0009,0.0,0.0,0.0,18.01,1.88,0.0
20160405:0109,0.0,0.0,0.0,17.22,1.35,0.0
20160405:0209,0.0,0.0,0.0,16.42,0.82,0.0
20160405:0309,0.0,0.0,0.0,15.63,0.29,0.0
