time,P,G(i),H_sun,T2m,WS10m,Int
20160105:1209,241.57,1011.6,25.45,17.69,7.79,0.0
20160105:1309,147.22,602.17,16.83,17.06,7.24,0.0
20160105:1409,53.36,233.39,6.65,16.43,6.69,0.0
20160105:1509,0.0,0.0,0.0,15.79,6.14,0.0
20160105:1609,0.0,0.0,0.0,15.24,5.76,0.0
20160105:1709,0.0,0.0,0.0,14.69,5.37,0.0
20160105:1809,0.0,0.0,0.0,14.13,4.99,0.0
20160105:1909,0.0,0.0,0.0,13.72,5.16,0.0
20160105:2009,0.0,0.0,0.0,13.31,5.32,0.0
20160105:2109,0.0,0.0,0.0,12.89,5.49,0.0
20160105:2209,0.0,0.0,0.0,13.13,5.66,0.0
20160105:2309,0.0,0.0,0.0,13.38,5.84,0.0
20160106:0009,0.0,0.0,0.0,13.62,6.01,0.0
20160106:0109,0.0,0.0,0.0,13.6,5.94,0.0
20160106:0209,0.0,0.0,0.0,13.58,5.88,0.0
20160106:0309,0.0,0.0,0.0,13.56,5.81,0.0
20160106:0409,0.0,0.0,0.0,13.87,5.67,0.0
20160106:0509,3.03,28.26,4.24,14.18,5.54,0.0
20160106:0609,88.16,368.27,14.71,14.5,5.41,0.0
20160106:0709,176.95,730.77,23.75,15.88,5.41,0.0
20160106:0809,246.13,1049.9,30.69,17.27,5.41,0.0
20160106:0909,288.2,1267.64,34.7,18.65,5.41,0.0
20160106:1009,297.83,1323.32,35.14,18.87,5.17,0.0
20160106:1109,273.51,1201.81,31.92,19.08,4.93,0.0
20160106:1209,239.56,1037.13,25.6,19.3,4.69,0.0
20160106:1309,157.34,664.25,16.99,19.84,4.19,0.0
20160106:1409,51.08,229.26,6.8,20.38,3.7,0.0
20160106:1509,0.0,0.0,0.0,20.92,3.2,0.0
20160106:1609,0.0,0.0,0.0,19.64,3.13,0.0
20160106:1709,0.0,0.0,0.0,18.36,3.05,0.0
20160106:1809,0.0,0.0,0.0,17.07,2.98,0.0
20160106:1909,0.0,0.0,0.0,15.5,3.25,0.0
20160106:2009,0.0,0.0,0.0,13.93,3.52,0.0
20160106:2109,0.0,0.0,0.0,12.35,3.79,0.0
20160106:2209,0.0,0.0,0.0,12.12,3.96,0.0
20160106:2309,0.0,0.0,0.0,11.9,4.13,0.0
20160107:0009,0.0,0.0,0.0,11.67,4.3,0.0
20160107:0109,0.0,0.0,0.0,11.69,4.42,0.0
20160107:0209,0.0,0.0,0.0,11.72,4.53,0.0
20160107:0309,0.0,0.0,0.0,11.74,4.65,0.0
20160107:0409,0.0,0.0,0.0,12.51,5.08,0.0
20160107:0509,0.12,7.97,4.24,13.28,5.5,0.0
20160107:0609,55.0,235.74,14.73,14.05,5.93,0.0
20160107:0709,0.0,0.0,0.0,15.96,5.87,0.0
20160107:0809,0.94,12.43,30.76,17.87,5.8,0.0
20160107:0909,5.33,34.88,34.81,19.78,5.74,0.0
20160107:1009,0.0,0.0,0.0,20.23,5.57,0.0
20160107:1109,0.0,0.0,0.0,20.67,5.4,0.0
20160107:1209,0.0,0.0,0.0,21.12,5.23,0.0
20160107:1309,0.0,0.0,0.0,20.34,5.27,0.0
20160107:1409,0.0,4.46,6.95,19.56,5.31,0.0
20160107:1509,0.0,0.0,0.0,18.77,5.35,0.0
20160107:1609,0.0,0.0,0.0,18.92,6.69,0.0
20160107:1709,0.0,0.0,0.0,19.07,8.02,0.0
20160107:1809,0.0,0.0,0.0,19.21,9.35,0.0
20160107:1909,0.0,0.0,0.0,18.44,10.34,0.0
20160107:2009,0.0,0.0,0.0,17.67,11.34,0.0
20160107:2109,0.0,0.0,0.0,16.9,12.33,0.0
20160107:2209,0.0,0.0,0.0,16.61,12.38,0.0
20160107:2309,0.0,0.0,0.0,16.32,12.42,0.0
20160108:0009,0.0,0.0,0.0,16.03,12.47,0.0
20160108:0109,0.0,0.0,0.0,15.71,12.51,0.0
20160108:0209,0.0,0.0,0.0,15.4,12.55,0.0
20160108:0309,0.0,0.0,0.0,15.08,12.59,0.0
20160108:0409,0.0,0.0,0.0,15.18,12.07,0.0
20160108:0509,0.0,0.0,0.0,15.28,11.55,0.0
20160108:0609,12.34,66.27,14.75,15.39,11.03,0.0
20160108:0709,67.1,276.44,23.85,15.53,11.16,0.0
20160108:0809,70.85,289.19,30.84,15.68,11.28,0.0
20160108:0909,13.77,69.99,34.92,15.83,11.41,0.0
20160108:1009,195.19,783.25,35.41,15.64,11.27,0.0
20160108:1109,79.45,321.07,32.23,15.44,11.13,0.0
20160108:1209,0.0,0.0,0.0,15.25,10.99,0.0
20160108:1309,0.91,12.19,17.3,15.13,10.57,0.0
20160108:1409,6.39,40.63,7.11,15.01,10.14,0.0
20160108:1509,0.0,0.0,0.0,14.88,9.71,0.0
20160108:1609,0.0,0.0,0.0,14.96,9.17,0.0
20160108:1709,0.0,0.0,0.0,15.04,8.63,0.0
20160108:1809,0.0,0.0,0.0,15.11,8.08,0.0
20160108:1909,0.0,0.0,0.0,14.97,8.01,0.0
20160108:2009,0.0,0.0,0.0,14.82,7.94,0.0
20160108:2109,0.0,0.0,0.0,14.67,7.86,0.0
20160108:2209,0.0,0.0,0.0,15.04,7.92,0.0
20160108:2309,0.0,0.0,0.0,15.4,7.97,0.0
20160109:0009,0.0,0.0,0.0,15.77,8.03,0.0
20160109:0109,0.0,0.0,0.0,15.87,7.85,0.0
20160109:0209,0.0,0.0,0.0,15.96,7.67,0.0
20160109:0309,0.0,0.0,0.0,16.06,7.49,0.0
20160109:0409,0.0,0.0,0.0,16.05,6.91,0.0
20160109:0509,4.44,34.76,4.25,16.04,6.32,0.0
20160109:0609,60.76,261.21,14.78,16.03,5.74,0.0
20160109:0709,129.37,527.08,23.9,16.05,5.66,0.0
20160109:0809,180.07,733.99,30.93,16.08,5.57,0.0
20160109:0909,209.05,859.62,35.04,16.1,5.49,0.0
20160109:1009,205.74,846.31,35.56,16.02,5.49,0.0
20160109:1109,205.88,845.12,32.39,15.93,5.5,0.0
20160109:1209,170.57,693.8,26.09,15.85,5.5,0.0
20160109:1309,108.5,441.98,17.47,15.65,5.0,0.0
20160109:1409,31.66,145.18,7.27,15.45,4.5,0.0
20160109:1509,0.0,0.0,0.0,15.25,4.0,0.0
20160109:1609,0.0,0.0,0.0,14.86,3.51,0.0
20160109:1709,0.0,0.0,0.0,14.47,3.02,0.0
20160109:1809,0.0,0.0,0.0,14.07,2.52,0.0
20160109:1909,0.0,0.0,0.0,14.59,2.02,0.0
20160109:2009,0.0,0.0,0.0,15.11,1.51,0.0
20160109:2109,0.0,0.0,0.0,15.63,1.01,0.0
20160109:2209,0.0,0.0,0.0,15.37,1.12,0.0
20160109:2309,0.0,0.0,0.0,15.12,1.23,0.0
20160110:0009,0.0,0.0,0.0,14.86,1.34,0.0
20160110:0109,0.0,0.0,0.0,13.76,1.47,0.0
20160110:0209,0.0,0.0,0.0,12.67,1.6,0.0
20160110:0309,0.0,0.0,0.0,11.57,1.74,0.0
20160110:0409,0.0,0.0,0.0,11.96,1.77,0.0
20160110:0509,7.75,52.99,4.26,12.34,1.8,0.0
20160110:0609,70.93,301.54,14.82,12.73,1.83,0.0
20160110:0709,101.55,417.36,23.96,13.38,2.14,0.0
20160110:0809,178.75,739.94,31.02,14.04,2.44,0.0
20160110:0909,203.57,852.81,35.17,14.69,2.74,0.0
20160110:1009,208.28,878.5,35.71,14.95,2.49,0.0
20160110:1109,202.11,853.46,32.56,15.21,2.23,0.0
20160110:1209,151.72,630.19,26.26,15.47,1.97,0.0
20160110:1309,120.55,500.16,17.64,15.04,1.49,0.0
20160110:1409,43.01,192.14,7.43,14.62,1.0,0.0
20160110:1509,0.0,0.0,0.0,14.19,0.51,0.0
20160110:1609,0.0,0.0,0.0,13.54,0.9,0.0
20160110:1709,0.0,0.0,0.0,12.88,1.28,0.0
20160110:1809,0.0,0.0,0.0,12.22,1.67,0.0
20160110:1909,0.0,0.0,0.0,12.36,1.66,0.0
20160110:2009,0.0,0.0,0.0,12.5,1.65,0.0
20160110:2109,0.0,0.0,0.0,12.63,1.64,0.0
20160110:2209,0.0,0.0,0.0,13.23,1.49,0.0
20160110:2309,0.0,0.0,0.0,13.84,1.33,0.0
20160111:0009,0.0,0.0,0.0,14.44,1.17,0.0
20160111:0109,0.0,0.0,0.0,14.13,1.33,0.0
20160111:0209,0.0,0.0,0.0,13.83,1.49,0.0
20160111:0309,0.0,0.0,0.0,13.52,1.66,0.0
20160111:0409,0.0,0.0,0.0,13.45,1.53,0.0
20160111:0509,0.0,3.81,4.28,13.38,1.4,0.0
20160111:0609,47.03,206.38,14.86,13.31,1.27,0.0
20160111:0709,81.19,339.26,24.03,14.08,1.05,0.0
20160111:0809,84.79,354.93,31.13,14.86,0.83,0.0
20160111:0909,123.6,523.31,35.3,15.63,0.61,0.0
20160111:1009,44.31,195.27,35.87,15.82,1.31,0.0
20160111:1109,187.41,793.72,32.73,16.01,2.0,0.0
20160111:1209,168.99,703.5,26.44,16.2,2.7,0.0
20160111:1309,128.91,531.41,17.81,15.76,2.91,0.0
20160111:1409,30.7,141.37,7.6,15.32,3.13,0.0
20160111:1509,0.0,0.0,0.0,14.87,3.34,0.0
20160111:1609,0.0,0.0,0.0,14.43,3.63,0.0
20160111:1709,0.0,0.0,0.0,13.98,3.92,0.0
20160111:1809,0.0,0.0,0.0,13.53,4.21,0.0
20160111:1909,0.0,0.0,0.0,13.11,3.76,0.0
20160111:2009,0.0,0.0,0.0,12.69,3.31,0.0
20160111:2109,0.0,0.0,0.0,12.27,2.86,0.0
20160111:2209,0.0,0.0,0.0,13.42,2.42,0.0
20160111:2309,0.0,0.0,0.0,14.57,1.98,0.0
20160112:0009,0.0,0.0,0.0,15.72,1.54,0.0
20160112:0109,0.0,0.0,0.0,15.39,1.6,0.0
20160112:0209,0.0,0.0,0.0,15.05,1.66,0.0
20160112:0309,0.0,0.0,0.0,14.72,1.71,0.0
20160112:0409,0.0,0.0,0.0,14.01,1.58,0.0
20160112:0509,0.48,9.53,4.31,13.3,1.44,0.0
20160112:0609,23.08,109.34,14.91,12.6,1.31,0.0
20160112:0709,94.34,389.26,24.11,13.25,1.19,0.0
20160112:0809,176.22,742.54,31.23,13.9,1.07,0.0
20160112:0909,201.58,868.18,35.44,14.55,0.95,0.0
20160112:1009,184.74,784.63,36.04,15.09,1.23,0.0
20160112:1109,197.85,845.69,32.92,15.62,1.51,0.0
20160112:1209,173.31,729.75,26.62,16.16,1.79,0.0
20160112:1309,125.88,522.52,17.99,15.95,2.08,0.0
20160112:1409,58.39,254.19,7.77,15.75,2.37,0.0
20160112:1509,0.0,0.0,0.0,15.54,2.66,0.0
20160112:1609,0.0,0.0,0.0,14.94,2.78,0.0
20160112:1709,0.0,0.0,0.0,14.34,2.9,0.0
20160112:1809,0.0,0.0,0.0,13.73,3.02,0.0
20160112:1909,0.0,0.0,0.0,13.31,2.83,0.0
20160112:2009,0.0,0.0,0.0,12.89,2.63,0.0
20160112:2109,0.0,0.0,0.0,12.46,2.44,0.0
20160112:2209,0.0,0.0,0.0,13.21,2.24,0.0
20160112:2309,0.0,0.0,0.0,13.96,2.05,0.0
20160113:0009,0.0,0.0,0.0,14.71,1.85,0.0
20160113:0109,0.0,0.0,0.0,14.1,1.87,0.0
20160113:0209,0.0,0.0,0.0,13.49,1.89,0.0
20160113:0309,0.0,0.0,0.0,12.88,1.92,0.0
20160113:0409,0.0,0.0,0.0,12.48,1.78,0.0
20160113:0509,3.88,31.02,4.34,12.08,1.64,0.0
20160113:0609,73.87,312.35,14.96,11.69,1.5,0.0
20160113:0709,135.82,561.38,24.19,13.28,1.39,0.0
20160113:0809,174.23,735.15,31.35,14.88,1.27,0.0
20160113:0909,192.07,829.47,35.59,16.48,1.16,0.0
20160113:1009,208.51,900.58,36.22,16.83,1.64,0.0
20160113:1109,200.18,855.11,33.1,17.17,2.12,0.0
20160113:1209,175.28,736.54,26.8,17.52,2.61,0.0
20160113:1309,104.25,432.78,18.17,16.97,2.6,0.0
20160113:1409,35.68,162.43,7.94,16.43,2.59,0.0
20160113:1509,0.0,0.0,0.0,15.88,2.58,0.0
20160113:1609,0.0,0.0,0.0,15.67,2.08,0.0
20160113:1709,0.0,0.0,0.0,15.46,1.58,0.0
20160113:1809,0.0,0.0,0.0,15.25,1.08,0.0
20160113:1909,0.0,0.0,0.0,14.63,1.77,0.0
20160113:2009,0.0,0.0,0.0,14.01,2.47,0.0
20160113:2109,0.0,0.0,0.0,13.39,3.17,0.0
20160113:2209,0.0,0.0,0.0,12.69,3.66,0.0
20160113:2309,0.0,0.0,0.0,11.98,4.14,0.0
20160114:0009,0.0,0.0,0.0,11.28,4.62,0.0
20160114:0109,0.0,0.0,0.0,11.33,4.8,0.0
20160114:0209,0.0,0.0,0.0,11.39,4.97,0.0
20160114:0309,0.0,0.0,0.0,11.44,5.14,0.0
20160114:0409,0.0,0.0,0.0,12.15,5.19,0.0
20160114:0509,2.62,23.01,4.38,12.86,5.23,0.0
20160114:0609,1.74,17.15,15.02,13.58,5.27,0.0
20160114:0709,74.72,309.59,24.28,14.67,5.41,0.0
20160114:0809,87.4,361.53,31.47,15.77,5.55,0.0
20160114:0909,147.13,606.24,35.75,16.86,5.7,0.0
20160114:1009,195.36,803.48,36.4,16.94,5.89,0.0
20160114:1109,194.94,802.06,33.29,17.03,6.07,0.0
20160114:1209,111.58,452.27,27.0,17.11,6.26,0.0
20160114:1309,15.0,77.16,18.35,16.76,6.0,0.0
20160114:1409,4.92,33.34,8.12,16.42,5.74,0.0
20160114:1509,0.0,0.0,0.0,16.07,5.48,0.0
20160114:1609,0.0,0.0,0.0,15.79,5.39,0.0
20160114:1709,0.0,0.0,0.0,15.51,5.31,0.0
20160114:1809,0.0,0.0,0.0,15.22,5.23,0.0
20160114:1909,0.0,0.0,0.0,14.61,4.98,0.0
20160114:2009,0.0,0.0,0.0,14.0,4.73,0.0
20160114:2109,0.0,0.0,0.0,13.38,4.48,0.0
20160114:2209,0.0,0.0,0.0,13.71,4.29,0.0
20160114:2309,0.0,0.0,0.0,14.04,4.09,0.0
20160115:0009,0.0,0.0,0.0,14.37,3.89,0.0
20160115:0109,0.0,0.0,0.0,14.49,3.7,0.0
20160115:0209,0.0,0.0,0.0,14.61,3.5,0.0
20160115:0309,0.0,0.0,0.0,14.73,3.31,0.0
20160115:0409,0.0,0.0,0.0,14.93,2.71,0.0
20160115:0509,2.32,21.0,4.42,15.13,2.11,0.0
20160115:0609,76.69,329.62,15.09,15.34,1.52,0.0
20160115:0709,134.47,563.81,24.37,15.45,1.15,0.0
20160115:0809,175.14,747.76,31.6,15.57,0.79,0.0
20160115:0909,193.87,844.86,35.91,15.68,0.43,0.0
20160115:1009,204.49,886.37,36.58,15.78,1.03,0.0
20160115:1109,202.41,866.47,33.49,15.88,1.64,0.0
20160115:1209,179.24,751.25,27.19,15.98,2.25,0.0
20160115:1309,132.62,549.11,18.54,15.78,2.35,0.0
20160115:1409,64.91,279.93,8.29,15.58,2.46,0.0
20160115:1509,0.0,0.0,0.0,15.37,2.57,0.0
20160115:1609,0.0,0.0,0.0,14.78,2.54,0.0
20160115:1709,0.0,0.0,0.0,14.18,2.51,0.0
20160115:1809,0.0,0.0,0.0,13.58,2.48,0.0
20160115:1909,0.0,0.0,0.0,12.97,2.32,0.0
20160115:2009,0.0,0.0,0.0,12.36,2.16,0.0
20160115:2109,0.0,0.0,0.0,11.75,2.0,0.0
20160115:2209,0.0,0.0,0.0,12.11,1.95,0.0
20160115:2309,0.0,0.0,0.0,12.47,1.91,0.0
20160116:0009,0.0,0.0,0.0,12.83,1.86,0.0
20160116:0109,0.0,0.0,0.0,12.41,2.15,0.0
20160116:0209,0.0,0.0,0.0,12.0,2.43,0.0
20160116:0309,0.0,0.0,0.0,11.58,2.72,0.0
20160116:0409,0.0,0.0,0.0,11.89,2.72,0.0
20160116:0509,6.18,44.61,4.47,12.2,2.73,0.0
20160116:0609,74.95,316.41,15.16,12.51,2.73,0.0
20160116:0709,130.64,534.64,24.48,13.9,2.62,0.0
20160116:0809,177.85,739.9,31.73,15.29,2.51,0.0
20160116:0909,204.67,870.26,36.08,16.68,2.4,0.0
20160116:1009,212.27,906.93,36.78,17.04,2.48,0.0
20160116:1109,202.18,860.39,33.7,17.4,2.57,0.0
20160116:1209,175.81,739.58,27.39,17.76,2.65,0.0
20160116:1309,128.86,535.84,18.73,17.32,2.7,0.0
20160116:1409,64.3,278.67,8.47,16.88,2.75,0.0
20160116:1509,0.0,0.0,0.0,16.44,2.8,0.0
20160116:1609,0.0,0.0,0.0,15.64,2.68,0.0
20160116:1709,0.0,0.0,0.0,14.84,2.55,0.0
20160116:1809,0.0,0.0,0.0,14.03,2.43,0.0
20160116:1909,0.0,0.0,0.0,14.39,2.24,0.0
20160116:2009,0.0,0.0,0.0,14.74,2.06,0.0
20160116:2109,0.0,0.0,0.0,15.09,1.88,0.0
20160116:2209,0.0,0.0,0.0,14.52,1.87,0.0
20160116:2309,0.0,0.0,0.0,13.96,1.87,0.0
20160117:0009,0.0,0.0,0.0,13.39,1.86,0.0
20160117:0109,0.0,0.0,0.0,12.33,2.31,0.0
20160117:0209,0.0,0.0,0.0,11.26,2.75,0.0
20160117:0309,0.0,0.0,0.0,10.2,3.2,0.0
20160117:0409,0.0,0.0,0.0,10.78,3.26,0.0
20160117:0509,8.88,59.17,4.52,11.36,3.32,0.0
20160117:0609,75.94,318.67,15.23,11.95,3.38,0.0
20160117:0709,139.59,568.95,24.58,13.86,3.4,0.0
20160117:0809,180.61,747.12,31.88,15.78,3.43,0.0
20160117:0909,207.45,876.29,36.25,17.7,3.45,0.0
20160117:1009,213.52,910.27,36.98,18.53,3.28,0.0
20160117:1109,203.47,869.28,33.9,19.36,3.11,0.0
20160117:1209,177.58,754.45,27.6,20.19,2.94,0.0
20160117:1309,131.2,554.62,18.93,20.48,2.6,0.0
20160117:1409,67.67,298.21,8.66,20.77,2.26,0.0
20160117:1509,0.0,0.0,0.0,21.05,1.92,0.0
20160117:1609,0.0,0.0,0.0,19.2,2.27,0.0
20160117:1709,0.0,0.0,0.0,17.35,2.62,0.0
20160117:1809,0.0,0.0,0.0,15.49,2.97,0.0
20160117:1909,0.0,0.0,0.0,15.36,4.12,0.0
20160117:2009,0.0,0.0,0.0,15.23,5.28,0.0
20160117:2109,0.0,0.0,0.0,15.09,6.44,0.0
20160117:2209,0.0,0.0,0.0,15.49,7.25,0.0
20160117:2309,0.0,0.0,0.0,15.89,8.05,0.0
20160118:0009,0.0,0.0,0.0,16.29,8.86,0.0
20160118:0109,0.0,0.0,0.0,16.15,9.28,0.0
20160118:0209,0.0,0.0,0.0,16.0,9.71,0.0
20160118:0309,0.0,0.0,0.0,15.86,10.14,0.0
20160118:0409,0.0,0.0,0.0,15.41,10.43,0.0
20160118:0509,4.74,36.43,4.58,14.95,10.72,0.0
20160118:0609,33.44,150.19,15.32,14.5,11.01,0.0
20160118:0709,59.59,248.78,24.7,14.48,11.45,0.0
20160118:0809,90.0,364.17,32.02,14.47,11.89,0.0
20160118:0909,111.46,446.16,36.44,14.45,12.33,0.0
20160118:1009,126.2,502.75,37.18,14.47,12.3,0.0
20160118:1109,149.44,592.8,34.12,14.49,12.28,0.0
20160118:1209,94.11,377.84,27.81,14.51,12.25,0.0
20160118:1309,25.44,117.83,19.13,14.31,12.35,0.0
20160118:1409,1.23,14.29,8.84,14.12,12.45,0.0
20160118:1509,0.0,0.0,0.0,13.92,12.55,0.0
20160118:1609,0.0,0.0,0.0,13.88,12.25,0.0
20160118:1709,0.0,0.0,0.0,13.84,11.95,0.0
20160118:1809,0.0,0.0,0.0,13.8,11.66,0.0
20160118:1909,0.0,0.0,0.0,13.58,11.83,0.0
20160118:2009,0.0,0.0,0.0,13.36,12.01,0.0
20160118:2109,0.0,0.0,0.0,13.14,12.19,0.0
20160118:2209,0.0,0.0,0.0,13.32,12.2,0.0
20160118:2309,0.0,0.0,0.0,13.5,12.21,0.0
20160119:0009,0.0,0.0,0.0,13.68,12.22,0.0
20160119:0109,0.0,0.0,0.0,13.64,12.49,0.0
20160119:0209,0.0,0.0,0.0,13.59,12.76,0.0
20160119:0309,0.0,0.0,0.0,13.55,13.03,0.0
20160119:0409,0.0,0.0,0.0,13.52,12.57,0.0
20160119:0509,3.34,27.2,4.64,13.48,12.11,0.0
20160119:0609,11.28,60.72,15.41,13.45,11.66,0.0
20160119:0709,34.38,152.41,24.82,13.6,11.5,0.0
20160119:0809,70.24,289.55,32.18,13.76,11.34,0.0
20160119:0909,17.13,84.78,36.62,13.91,11.19,0.0
20160119:1009,26.06,120.06,37.4,13.94,10.72,0.0
20160119:1109,117.12,469.19,34.34,13.96,10.26,0.0
20160119:1209,61.73,255.82,28.02,13.99,9.79,0.0
20160119:1309,10.86,59.06,19.33,13.92,8.97,0.0
20160119:1409,20.63,99.16,9.03,13.86,8.16,0.0
20160119:1509,0.0,0.0,0.0,13.79,7.34,0.0
20160119:1609,0.0,0.0,0.0,13.4,6.84,0.0
