time,P,G(i),H_sun,T2m,WS10m,Int
20160708:1509,40.97,222.5,22.54,33.55,6.69,0.0
20160708:1609,8.8,54.06,10.12,32.03,6.21,0.0
20160708:1709,0.0,0.0,0.0,30.51,5.72,0.0
20160708:1809,0.0,0.0,0.0,28.99,5.24,0.0
20160708:1909,0.0,0.0,0.0,27.81,4.55,0.0
20160708:2009,0.0,0.0,0.0,26.62,3.86,0.0
20160708:2109,0.0,0.0,0.0,25.44,3.17,0.0
20160708:2209,0.0,0.0,0.0,24.63,2.97,0.0
20160708:2309,0.0,0.0,0.0,23.81,2.77,0.0
20160709:0009,0.0,0.0,0.0,22.99,2.57,0.0
20160709:0109,0.0,0.0,0.0,22.42,2.44,0.0
20160709:0209,0.0,0.0,0.0,21.85,2.31,0.0
20160709:0309,0.0,0.0,0.0,21.27,2.18,0.0
20160709:0409,6.99,43.83,11.85,22.07,2.29,0.0
20160709:0509,28.2,134.72,24.33,22.87,2.39,0.0
20160709:0609,76.36,334.99,37.13,23.67,2.5,0.0
20160709:0709,162.36,712.47,50.09,25.83,2.6,0.0
20160709:0809,194.48,873.55,63.03,28.0,2.7,0.0
20160709:0909,211.89,972.03,75.38,30.17,2.8,0.0
20160709:1009,213.87,984.27,82.31,31.39,3.2,0.0
20160709:1109,204.72,938.46,73.71,32.61,3.6,0.0
20160709:1209,184.14,836.96,61.19,33.84,4.0,0.0
20160709:1309,146.69,659.75,48.24,34.12,4.5,0.0
20160709:1409,98.02,451.09,35.29,34.4,5.0,0.0
20160709:1509,40.96,222.64,22.53,34.69,5.5,0.0
20160709:1609,8.35,52.23,10.1,33.19,5.62,0.0
20160709:1709,0.0,0.0,0.0,31.69,5.73,0.0
20160709:1809,0.0,0.0,0.0,30.19,5.85,0.0
20160709:1909,0.0,0.0,0.0,28.82,5.54,0.0
20160709:2009,0.0,0.0,0.0,27.44,5.22,0.0
20160709:2109,0.0,0.0,0.0,26.07,4.91,0.0
20160709:2209,0.0,0.0,0.0,25.08,4.45,0.0
20160709:2309,0.0,0.0,0.0,24.09,3.98,0.0
20160710:0009,0.0,0.0,0.0,23.09,3.52,0.0
20160710:0109,0.0,0.0,0.0,22.69,3.39,0.0
20160710:0209,0.0,0.0,0.0,22.29,3.26,0.0
20160710:0309,0.0,0.0,0.0,21.88,3.13,0.0
20160710:0409,11.6,65.06,11.76,22.84,3.13,0.0
20160710:0509,56.45,267.57,24.25,23.81,3.12,0.0
20160710:0609,115.83,506.11,37.05,24.77,3.12,0.0
20160710:0709,164.04,719.57,50.02,26.94,3.21,0.0
20160710:0809,196.62,882.03,62.95,29.12,3.3,0.0
20160710:0909,214.52,982.65,75.28,31.3,3.39,0.0
20160710:1009,220.37,1015.2,82.2,32.36,3.66,0.0
20160710:1109,211.6,972.03,73.68,33.43,3.92,0.0
20160710:1209,187.33,853.18,61.18,34.5,4.18,0.0
20160710:1309,150.61,677.64,48.23,34.71,4.85,0.0
20160710:1409,98.61,454.14,35.28,34.92,5.51,0.0
20160710:1509,40.58,223.87,22.51,35.14,6.18,0.0
20160710:1609,8.92,54.98,10.07,33.56,6.22,0.0
20160710:1709,0.0,0.0,0.0,31.99,6.25,0.0
20160710:1809,0.0,0.0,0.0,30.42,6.29,0.0
20160710:1909,0.0,0.0,0.0,29.07,5.64,0.0
20160710:2009,0.0,0.0,0.0,27.71,4.99,0.0
20160710:2109,0.0,0.0,0.0,26.36,4.34,0.0
20160710:2209,0.0,0.0,0.0,25.48,3.76,0.0
20160710:2309,0.0,0.0,0.0,24.59,3.17,0.0
20160711:0009,0.0,0.0,0.0,23.7,2.58,0.0
20160711:0109,0.0,0.0,0.0,23.07,2.46,0.0
20160711:0209,0.0,0.0,0.0,22.44,2.33,0.0
20160711:0309,0.0,0.0,0.0,21.8,2.21,0.0
20160711:0409,10.67,73.65,11.67,22.87,2.25,0.0
20160711:0509,57.78,280.67,24.17,23.95,2.29,0.0
20160711:0609,115.43,507.84,36.98,25.02,2.33,0.0
20160711:0709,161.62,716.4,49.94,27.33,2.37,0.0
20160711:0809,193.04,877.78,62.87,29.65,2.41,0.0
20160711:0909,210.14,978.41,75.18,31.97,2.46,0.0
20160711:1009,216.66,1010.99,82.07,32.9,2.89,0.0
20160711:1109,206.01,954.27,73.64,33.83,3.32,0.0
20160711:1209,182.38,834.93,61.16,34.77,3.75,0.0
20160711:1309,146.25,661.64,48.21,34.81,4.16,0.0
20160711:1409,97.2,448.8,35.26,34.86,4.56,0.0
20160711:1509,41.16,224.24,22.48,34.91,4.97,0.0
20160711:1609,8.93,54.98,10.04,33.28,4.87,0.0
20160711:1709,0.0,0.0,0.0,31.66,4.78,0.0
20160711:1809,0.0,0.0,0.0,30.04,4.69,0.0
20160711:1909,0.0,0.0,0.0,28.66,4.24,0.0
20160711:2009,0.0,0.0,0.0,27.27,3.79,0.0
20160711:2109,0.0,0.0,0.0,25.89,3.34,0.0
20160711:2209,0.0,0.0,0.0,24.86,2.91,0.0
20160711:2309,0.0,0.0,0.0,23.83,2.48,0.0
20160712:0009,0.0,0.0,0.0,22.79,2.06,0.0
20160712:0109,0.0,0.0,0.0,22.34,2.15,0.0
20160712:0209,0.0,0.0,0.0,21.88,2.25,0.0
20160712:0309,0.0,0.0,0.0,21.42,2.34,0.0
20160712:0409,11.6,65.04,11.58,22.63,2.27,0.0
20160712:0509,49.06,227.91,24.08,23.85,2.19,0.0
20160712:0609,113.66,500.9,36.9,25.06,2.11,0.0
20160712:0709,159.28,709.09,49.86,27.38,2.0,0.0
20160712:0809,190.8,874.54,62.79,29.7,1.89,0.0
20160712:0909,205.81,968.78,75.08,32.03,1.78,0.0
20160712:1009,211.76,1001.46,81.94,32.96,2.03,0.0
20160712:1109,203.16,955.38,73.59,33.89,2.28,0.0
20160712:1209,180.69,839.15,61.14,34.83,2.52,0.0
20160712:1309,146.33,668.36,48.19,34.96,3.04,0.0
20160712:1409,97.19,451.37,35.24,35.09,3.56,0.0
20160712:1509,40.84,225.49,22.45,35.22,4.08,0.0
20160712:1609,7.94,50.4,10.0,33.54,4.29,0.0
20160712:1709,0.0,0.0,0.0,31.86,4.49,0.0
20160712:1809,0.0,0.0,0.0,30.18,4.69,0.0
20160712:1909,0.0,0.0,0.0,28.82,4.42,0.0
20160712:2009,0.0,0.0,0.0,27.46,4.16,0.0
20160712:2109,0.0,0.0,0.0,26.1,3.89,0.0
20160712:2209,0.0,0.0,0.0,25.11,3.47,0.0
20160712:2309,0.0,0.0,0.0,24.11,3.04,0.0
20160713:0009,0.0,0.0,0.0,23.11,2.62,0.0
20160713:0109,0.0,0.0,0.0,22.68,2.55,0.0
20160713:0209,0.0,0.0,0.0,22.25,2.47,0.0
20160713:0309,0.0,0.0,0.0,21.81,2.4,0.0
20160713:0409,11.37,64.09,11.49,22.8,2.54,0.0
20160713:0509,55.05,260.14,24.0,23.8,2.68,0.0
20160713:0609,114.84,502.81,36.82,24.79,2.81,0.0
20160713:0709,162.57,716.46,49.79,27.26,2.88,0.0
20160713:0809,195.46,883.24,62.7,29.73,2.95,0.0
20160713:0909,211.87,979.67,74.97,32.2,3.02,0.0
20160713:1009,217.23,1012.35,81.8,33.11,3.06,0.0
20160713:1109,207.62,966.06,73.54,34.02,3.1,0.0
20160713:1209,183.05,844.36,61.11,34.93,3.14,0.0
20160713:1309,148.69,675.12,48.17,35.0,3.77,0.0
20160713:1409,98.94,457.75,35.21,35.07,4.4,0.0
20160713:1509,40.8,226.01,22.42,35.14,5.02,0.0
20160713:1609,7.95,50.4,9.96,33.5,5.15,0.0
20160713:1709,0.0,0.0,0.0,31.86,5.29,0.0
20160713:1809,0.0,0.0,0.0,30.22,5.42,0.0
20160713:1909,0.0,0.0,0.0,28.88,5.05,0.0
20160713:2009,0.0,0.0,0.0,27.53,4.69,0.0
20160713:2109,0.0,0.0,0.0,26.19,4.32,0.0
20160713:2209,0.0,0.0,0.0,25.24,3.87,0.0
20160713:2309,0.0,0.0,0.0,24.29,3.42,0.0
20160714:0009,0.0,0.0,0.0,23.33,2.97,0.0
20160714:0109,0.0,0.0,0.0,22.86,2.75,0.0
20160714:0209,0.0,0.0,0.0,22.39,2.53,0.0
20160714:0309,0.0,0.0,0.0,21.91,2.32,0.0
20160714:0409,8.56,66.59,11.39,23.01,2.32,0.0
20160714:0509,57.17,277.02,23.91,24.1,2.32,0.0
20160714:0609,115.73,509.68,36.74,25.2,2.32,0.0
20160714:0709,161.11,713.33,49.71,27.42,2.51,0.0
20160714:0809,192.21,870.43,62.62,29.64,2.69,0.0
20160714:0909,208.8,964.66,74.86,31.86,2.88,0.0
20160714:1009,214.03,993.07,81.66,32.81,3.19,0.0
20160714:1109,207.2,957.73,73.48,33.76,3.5,0.0
20160714:1209,182.13,833.19,61.08,34.72,3.81,0.0
20160714:1309,150.87,682.09,48.14,34.68,4.13,0.0
20160714:1409,99.74,460.37,35.18,34.65,4.45,0.0
20160714:1509,40.53,226.63,22.39,34.62,4.77,0.0
20160714:1609,8.36,52.23,9.91,32.96,4.73,0.0
20160714:1709,0.0,0.0,0.0,31.31,4.68,0.0
20160714:1809,0.0,0.0,0.0,29.66,4.63,0.0
20160714:1909,0.0,0.0,0.0,28.34,4.29,0.0
20160714:2009,0.0,0.0,0.0,27.02,3.94,0.0
20160714:2109,0.0,0.0,0.0,25.7,3.6,0.0
20160714:2209,0.0,0.0,0.0,24.69,3.2,0.0
20160714:2309,0.0,0.0,0.0,23.68,2.8,0.0
20160715:0009,0.0,0.0,0.0,22.66,2.4,0.0
20160715:0109,0.0,0.0,0.0,22.36,2.26,0.0
20160715:0209,0.0,0.0,0.0,22.06,2.12,0.0
20160715:0309,0.0,0.0,0.0,21.76,1.99,0.0
20160715:0409,7.78,63.94,11.3,23.03,1.99,0.0
20160715:0509,57.28,280.63,23.83,24.31,1.99,0.0
20160715:0609,115.03,508.87,36.66,25.58,1.99,0.0
20160715:0709,161.32,719.88,49.63,27.97,2.07,0.0
20160715:0809,192.13,880.33,62.54,30.37,2.16,0.0
20160715:0909,209.98,985.53,74.75,32.77,2.25,0.0
20160715:1009,216.84,1019.26,81.51,33.55,2.67,0.0
20160715:1109,209.49,977.13,73.42,34.33,3.09,0.0
20160715:1209,185.67,854.07,61.04,35.11,3.52,0.0
20160715:1309,148.44,673.71,48.11,35.19,3.96,0.0
20160715:1409,100.03,463.19,35.15,35.28,4.41,0.0
20160715:1509,41.17,225.54,22.34,35.37,4.86,0.0
20160715:1609,8.13,51.31,9.86,33.72,4.72,0.0
20160715:1709,0.0,0.0,0.0,32.07,4.58,0.0
20160715:1809,0.0,0.0,0.0,30.42,4.44,0.0
20160715:1909,0.0,0.0,0.0,29.04,4.11,0.0
20160715:2009,0.0,0.0,0.0,27.65,3.77,0.0
20160715:2109,0.0,0.0,0.0,26.27,3.43,0.0
20160715:2209,0.0,0.0,0.0,25.21,2.99,0.0
20160715:2309,0.0,0.0,0.0,24.14,2.55,0.0
20160716:0009,0.0,0.0,0.0,23.07,2.11,0.0
20160716:0109,0.0,0.0,0.0,22.71,1.78,0.0
20160716:0209,0.0,0.0,0.0,22.35,1.45,0.0
20160716:0309,0.0,0.0,0.0,21.99,1.12,0.0
20160716:0409,9.79,69.51,11.2,23.22,1.38,0.0
20160716:0509,56.76,276.8,23.74,24.46,1.64,0.0
20160716:0609,114.45,506.91,36.57,25.69,1.9,0.0
20160716:0709,162.48,723.29,49.55,28.21,2.39,0.0
20160716:0809,193.7,880.56,62.45,30.74,2.88,0.0
20160716:0909,210.91,976.02,74.64,33.27,3.37,0.0
20160716:1009,217.25,1005.42,81.35,34.13,4.02,0.0
20160716:1109,209.72,963.63,73.35,34.99,4.67,0.0
20160716:1209,185.52,842.98,61.0,35.86,5.32,0.0
20160716:1309,148.55,668.09,48.07,35.75,5.87,0.0
20160716:1409,98.59,453.49,35.11,35.64,6.42,0.0
20160716:1509,41.54,225.14,22.3,35.54,6.97,0.0
20160716:1609,8.34,52.23,9.81,33.56,6.77,0.0
20160716:1709,0.0,0.0,0.0,31.58,6.58,0.0
20160716:1809,0.0,0.0,0.0,29.61,6.39,0.0
20160716:1909,0.0,0.0,0.0,28.08,5.73,0.0
20160716:2009,0.0,0.0,0.0,26.55,5.07,0.0
20160716:2109,0.0,0.0,0.0,25.02,4.41,0.0
20160716:2209,0.0,0.0,0.0,24.13,4.12,0.0
20160716:2309,0.0,0.0,0.0,23.24,3.83,0.0
20160717:0009,0.0,0.0,0.0,22.34,3.53,0.0
20160717:0109,0.0,0.0,0.0,21.99,3.81,0.0
20160717:0209,0.0,0.0,0.0,21.63,4.08,0.0
20160717:0309,0.0,0.0,0.0,21.27,4.36,0.0
20160717:0409,11.38,72.93,11.11,22.2,4.79,0.0
20160717:0509,55.61,261.72,23.65,23.12,5.22,0.0
20160717:0609,117.93,507.02,36.49,24.05,5.66,0.0
20160717:0709,167.24,717.14,49.47,26.21,5.91,0.0
20160717:0809,202.96,885.26,62.36,28.37,6.16,0.0
20160717:0909,222.49,987.23,74.52,30.53,6.41,0.0
20160717:1009,227.71,1016.62,81.19,31.72,6.76,0.0
20160717:1109,217.37,970.33,73.27,32.91,7.1,0.0
20160717:1209,191.77,852.56,60.95,34.11,7.45,0.0
20160717:1309,152.82,675.17,48.03,33.82,7.61,0.0
20160717:1409,100.45,455.37,35.06,33.53,7.77,0.0
20160717:1509,42.12,226.19,22.25,33.24,7.93,0.0
20160717:1609,8.44,52.23,9.75,31.39,7.43,0.0
20160717:1709,0.0,0.0,0.0,29.55,6.94,0.0
20160717:1809,0.0,0.0,0.0,27.71,6.44,0.0
20160717:1909,0.0,0.0,0.0,26.29,6.0,0.0
20160717:2009,0.0,0.0,0.0,24.86,5.57,0.0
20160717:2109,0.0,0.0,0.0,23.44,5.13,0.0
20160717:2209,0.0,0.0,0.0,22.64,4.91,0.0
20160717:2309,0.0,0.0,0.0,21.84,4.68,0.0
20160718:0009,0.0,0.0,0.0,21.04,4.46,0.0
20160718:0109,0.0,0.0,0.0,20.72,4.4,0.0
20160718:0209,0.0,0.0,0.0,20.39,4.35,0.0
20160718:0309,0.0,0.0,0.0,20.06,4.3,0.0
20160718:0409,12.57,75.49,11.01,20.85,4.8,0.0
20160718:0509,55.72,259.76,23.56,21.63,5.3,0.0
20160718:0609,118.76,506.23,36.41,22.42,5.79,0.0
20160718:0709,156.62,665.19,49.38,24.06,5.89,0.0
20160718:0809,203.5,876.87,62.27,25.7,6.0,0.0
20160718:0909,224.61,983.21,74.4,27.35,6.1,0.0
20160718:1009,228.55,1007.21,81.02,28.44,6.26,0.0
20160718:1109,217.05,956.74,73.19,29.53,6.42,0.0
20160718:1209,190.69,837.28,60.9,30.63,6.58,0.0
20160718:1309,151.81,663.75,47.99,30.94,6.78,0.0
20160718:1409,100.57,451.52,35.02,31.25,6.97,0.0
20160718:1509,42.5,225.87,22.2,31.56,7.17,0.0
20160718:1609,8.3,51.31,9.68,30.01,6.75,0.0
20160718:1709,0.0,0.0,0.0,28.46,6.34,0.0
20160718:1809,0.0,0.0,0.0,26.91,5.92,0.0
20160718:1909,0.0,0.0,0.0,25.72,5.37,0.0
20160718:2009,0.0,0.0,0.0,24.54,4.81,0.0
20160718:2109,0.0,0.0,0.0,23.35,4.26,0.0
20160718:2209,0.0,0.0,0.0,22.58,3.89,0.0
20160718:2309,0.0,0.0,0.0,21.81,3.53,0.0
20160719:0009,0.0,0.0,0.0,21.04,3.16,0.0
20160719:0109,0.0,0.0,0.0,20.69,3.22,0.0
20160719:0209,0.0,0.0,0.0,20.34,3.29,0.0
20160719:0309,0.0,0.0,0.0,19.98,3.35,0.0
20160719:0409,10.71,70.6,10.91,20.82,3.81,0.0
20160719:0509,57.91,277.42,23.47,21.65,4.27,0.0
20160719:0609,117.78,504.44,36.32,22.49,4.73,0.0
20160719:0709,162.72,695.98,49.3,24.26,4.75,0.0
20160719:0809,200.43,872.86,62.18,26.04,4.78,0.0
20160719:0909,220.82,979.22,74.27,27.82,4.8,0.0
20160719:1009,224.79,1003.22,80.84,29.07,5.09,0.0
20160719:1109,214.61,957.16,73.1,30.32,5.37,0.0
20160719:1209,186.9,829.21,60.84,31.57,5.66,0.0
20160719:1309,150.3,662.02,47.94,31.63,5.96,0.0
20160719:1409,99.45,448.24,34.97,31.69,6.27,0.0
20160719:1509,42.49,224.59,22.14,31.76,6.58,0.0
20160719:1609,8.29,51.31,9.62,30.31,6.21,0.0
20160719:1709,0.0,0.0,0.0,28.86,5.83,0.0
20160719:1809,0.0,0.0,0.0,27.42,5.46,0.0
20160719:1909,0.0,0.0,0.0,26.25,4.88,0.0
20160719:2009,0.0,0.0,0.0,25.09,4.29,0.0
20160719:2109,0.0,0.0,0.0,23.92,3.71,0.0
20160719:2209,0.0,0.0,0.0,23.11,3.47,0.0
20160719:2309,0.0,0.0,0.0,22.3,3.23,0.0
20160720:0009,0.0,0.0,0.0,21.48,2.99,0.0
20160720:0109,0.0,0.0,0.0,21.17,2.95,0.0
20160720:0209,0.0,0.0,0.0,20.86,2.9,0.0
20160720:0309,0.0,0.0,0.0,20.54,2.86,0.0
20160720:0409,8.65,64.77,10.81,21.3,3.04,0.0
20160720:0509,57.58,277.59,23.38,22.05,3.23,0.0
20160720:0609,116.16,501.62,36.24,22.81,3.42,0.0
20160720:0709,166.03,718.1,49.22,24.74,3.57,0.0
20160720:0809,200.13,883.12,62.09,26.68,3.72,0.0
20160720:0909,217.98,979.69,74.15,28.62,3.88,0.0
20160720:1009,223.32,1009.18,80.66,29.76,4.2,0.0
20160720:1109,213.64,963.03,73.01,30.9,4.53,0.0
20160720:1209,188.46,843.28,60.78,32.05,4.86,0.0
20160720:1309,150.99,671.33,47.88,32.22,4.76,0.0
20160720:1409,99.34,451.92,34.91,32.39,4.67,0.0
20160720:1509,42.13,225.86,22.07,32.56,4.58,0.0
20160720:1609,8.24,51.31,9.54,31.09,4.4,0.0
20160720:1709,0.0,0.0,0.0,29.62,4.22,0.0
20160720:1809,0.0,0.0,0.0,28.15,4.04,0.0
20160720:1909,0.0,0.0,0.0,26.94,3.86,0.0
20160720:2009,0.0,0.0,0.0,25.74,3.68,0.0
20160720:2109,0.0,0.0,0.0,24.53,3.5,0.0
20160720:2209,0.0,0.0,0.0,23.7,2.94,0.0
20160720:2309,0.0,0.0,0.0,22.87,2.38,0.0
20160721:0009,0.0,0.0,0.0,22.04,1.82,0.0
20160721:0109,0.0,0.0,0.0,21.97,1.72,0.0
20160721:0209,0.0,0.0,0.0,21.89,1.63,0.0
20160721:0309,0.0,0.0,0.0,21.81,1.53,0.0
20160721:0409,7.39,61.02,10.71,22.89,1.59,0.0
20160721:0509,56.67,277.82,23.29,23.98,1.65,0.0
20160721:0609,115.61,511.29,36.15,25.06,1.71,0.0
20160721:0709,164.71,728.4,49.13,27.06,2.47,0.0
20160721:0809,197.77,888.08,61.99,29.06,3.24,0.0
20160721:0909,215.9,981.25,74.02,31.06,4.0,0.0
20160721:1009,222.86,1015.22,80.48,31.88,4.49,0.0
20160721:1109,213.84,968.97,72.9,32.71,4.98,0.0
20160721:1209,188.97,848.01,60.72,33.54,5.48,0.0
20160721:1309,151.43,675.75,47.82,33.56,5.28,0.0
20160721:1409,100.1,457.41,34.85,33.59,5.09,0.0
20160721:1509,41.81,226.21,22.01,33.62,4.9,0.0
20160721:1609,8.01,50.4,9.46,32.17,5.08,0.0
20160721:1709,0.0,0.0,0.0,30.73,5.26,0.0
20160721:1809,0.0,0.0,0.0,29.29,5.45,0.0
20160721:1909,0.0,0.0,0.0,27.98,5.22,0.0
20160721:2009,0.0,0.0,0.0,26.66,4.99,0.0
20160721:2109,0.0,0.0,0.0,25.35,4.76,0.0
20160721:2209,0.0,0.0,0.0,24.39,4.25,0.0
20160721:2309,0.0,0.0,0.0,23.43,3.75,0.0
20160722:0009,0.0,0.0,0.0,22.47,3.24,0.0
20160722:0109,0.0,0.0,0.0,22.03,3.0,0.0
20160722:0209,0.0,0.0,0.0,21.59,2.76,0.0
20160722:0309,0.0,0.0,0.0,21.15,2.52,0.0
20160722:0409,8.88,64.87,10.61,22.0,2.56,0.0
20160722:0509,57.06,276.32,23.2,22.84,2.6,0.0
20160722:0609,116.18,506.43,36.07,23.69,2.63,0.0
20160722:0709,163.29,714.73,49.05,25.77,2.81,0.0
20160722:0809,196.61,879.74,61.9,27.85,2.99,0.0
20160722:0909,213.99,976.29,73.88,29.93,3.17,0.0
20160722:1009,220.99,1011.35,80.28,30.86,3.61,0.0
20160722:1109,212.06,965.16,72.8,31.79,4.05,0.0
20160722:1209,188.59,849.55,60.64,32.72,4.48,0.0
20160722:1309,151.65,676.25,47.76,32.73,4.71,0.0
20160722:1409,101.66,462.95,34.78,32.75,4.94,0.0
20160722:1509,41.79,228.4,21.93,32.77,5.17,0.0
20160722:1609,8.82,54.06,9.38,31.36,5.35,0.0
20160722:1709,0.0,0.0,0.0,29.95,5.53,0.0
20160722:1809,0.0,0.0,0.0,28.54,5.71,0.0
20160722:1909,0.0,0.0,0.0,27.26,5.28,0.0
20160722:2009,0.0,0.0,0.0,25.97,4.85,0.0
20160722:2109,0.0,0.0,0.0,24.69,4.41,0.0
20160722:2209,0.0,0.0,0.0,23.78,3.89,0.0
20160722:2309,0.0,0.0,0.0,22.86,3.36,0.0
20160723:0009,0.0,0.0,0.0,21.94,2.83,0.0
20160723:0109,0.0,0.0,0.0,21.45,2.63,0.0
20160723:0209,0.0,0.0,0.0,20.96,2.43,0.0
20160723:0309,0.0,0.0,0.0,20.46,2.23,0.0
20160723:0409,9.39,65.88,10.5,21.46,2.56,0.0
20160723:0509,56.55,271.04,23.1,22.46,2.89,0.0
20160723:0609,116.36,504.65,35.98,23.46,3.21,0.0
20160723:0709,165.67,718.54,48.96,25.64,3.76,0.0
20160723:0809,200.47,884.82,61.8,27.83,4.31,0.0
20160723:0909,220.35,988.0,73.75,30.02,4.86,0.0
20160723:1009,227.09,1023.05,80.08,30.96,5.21,0.0
20160723:1109,216.26,971.22,72.68,31.9,5.57,0.0
20160723:1209,191.62,854.36,60.56,32.84,5.93,0.0
20160723:1309,153.11,676.71,47.69,32.64,6.2,0.0
20160723:1409,100.96,456.32,34.71,32.44,6.46,0.0
20160723:1509,42.31,225.49,21.86,32.25,6.73,0.0
20160723:1609,7.69,48.56,9.29,30.56,6.35,0.0
20160723:1709,0.0,0.0,0.0,28.87,5.97,0.0
20160723:1809,0.0,0.0,0.0,27.18,5.59,0.0
20160723:1909,0.0,0.0,0.0,25.85,4.98,0.0
20160723:2009,0.0,0.0,0.0,24.51,4.37,0.0
20160723:2109,0.0,0.0,0.0,23.18,3.77,0.0
20160723:2209,0.0,0.0,0.0,22.23,3.44,0.0
20160723:2309,0.0,0.0,0.0,21.27,3.11,0.0
20160724:0009,0.0,0.0,0.0,20.31,2.79,0.0
20160724:0109,0.0,0.0,0.0,19.95,2.9,0.0
20160724:0209,0.0,0.0,0.0,19.58,3.02,0.0
20160724:0309,0.0,0.0,0.0,19.21,3.13,0.0
20160724:0409,8.37,62.69,10.4,20.33,3.68,0.0
20160724:0509,57.52,274.96,23.01,21.46,4.23,0.0
20160724:0609,118.24,506.34,35.89,22.58,4.79,0.0
20160724:0709,167.93,719.11,48.87,24.91,5.03,0.0
20160724:0809,201.83,880.93,61.7,27.24,5.28,0.0
20160724:0909,221.29,984.16,73.61,29.57,5.53,0.0
20160724:1009,227.15,1018.24,79.88,30.72,5.62,0.0
20160724:1109,211.36,947.51,72.56,31.87,5.71,0.0
20160724:1209,190.47,850.75,60.48,33.03,5.81,0.0
20160724:1309,150.85,668.11,47.62,33.08,6.27,0.0
20160724:1409,98.88,447.85,34.64,33.13,6.73,0.0
20160724:1509,42.17,224.58,21.78,33.18,7.19,0.0
20160724:1609,8.23,51.31,9.2,31.53,6.82,0.0
20160724:1709,0.0,0.0,0.0,29.88,6.45,0.0
20160724:1809,0.0,0.0,0.0,28.23,6.08,0.0
20160724:1909,0.0,0.0,0.0,26.92,5.44,0.0
20160724:2009,0.0,0.0,0.0,25.62,4.8,0.0
20160724:2109,0.0,0.0,0.0,24.31,4.15,0.0
20160724:2209,0.0,0.0,0.0,23.39,3.68,0.0
20160724:2309,0.0,0.0,0.0,22.47,3.21,0.0
20160725:0009,0.0,0.0,0.0,21.54,2.74,0.0
20160725:0109,0.0,0.0,0.0,21.27,2.9,0.0
20160725:0209,0.0,0.0,0.0,21.0,3.05,0.0
20160725:0309,0.0,0.0,0.0,20.73,3.2,0.0
20160725:0409,8.97,64.38,10.29,21.88,3.53,0.0
20160725:0509,56.94,274.48,22.92,23.02,3.86,0.0
20160725:0609,117.61,508.97,35.8,24.17,4.19,0.0
20160725:0709,166.72,723.12,48.78,26.68,4.43,0.0
20160725:0809,200.22,887.14,61.6,29.19,4.66,0.0
20160725:0909,219.05,990.47,73.47,31.71,4.9,0.0
20160725:1009,224.47,1025.56,79.67,32.86,4.77,0.0
20160725:1109,212.7,973.69,72.43,34.01,4.65,0.0
20160725:1209,188.58,860.01,60.39,35.17,4.52,0.0
20160725:1309,151.07,680.95,47.54,35.23,4.97,0.0
20160725:1409,100.54,462.55,34.56,35.29,5.41,0.0
20160725:1509,41.58,227.25,21.69,35.35,5.85,0.0
20160725:1609,7.94,50.4,9.1,33.63,5.63,0.0
20160725:1709,0.0,0.0,0.0,31.91,5.41,0.0
20160725:1809,0.0,0.0,0.0,30.19,5.19,0.0
20160725:1909,0.0,0.0,0.0,28.8,4.52,0.0
20160725:2009,0.0,0.0,0.0,27.4,3.86,0.0
20160725:2109,0.0,0.0,0.0,26.01,3.2,0.0
20160725:2209,0.0,0.0,0.0,25.02,2.68,0.0
20160725:2309,0.0,0.0,0.0,24.03,2.16,0.0
20160726:0009,0.0,0.0,0.0,23.03,1.64,0.0
20160726:0109,0.0,0.0,0.0,22.64,1.69,0.0
20160726:0209,0.0,0.0,0.0,22.25,1.74,0.0
20160726:0309,0.0,0.0,0.0,21.85,1.79,0.0
20160726:0409,7.49,59.98,10.19,23.01,1.9,0.0
20160726:0509,56.49,276.65,22.82,24.17,2.0,0.0
20160726:0609,115.99,511.69,35.71,25.33,2.11,0.0
20160726:0709,162.19,720.37,48.69,27.87,2.43,0.0
20160726:0809,195.17,887.89,61.5,30.42,2.75,0.0
20160726:0909,212.27,985.64,73.32,32.97,3.08,0.0
20160726:1009,217.48,1016.21,79.45,33.77,3.2,0.0
20160726:1109,208.23,969.96,72.3,34.58,3.32,0.0
20160726:1209,185.84,857.44,60.3,35.39,3.45,0.0
20160726:1309,149.46,678.5,47.45,35.29,3.98,0.0
20160726:1409,99.22,457.69,34.47,35.19,4.51,0.0
20160726:1509,41.42,226.03,21.6,35.09,5.05,0.0
20160726:1609,7.37,47.65,9.0,33.43,5.15,0.0
20160726:1709,0.0,0.0,0.0,31.77,5.25,0.0
20160726:1809,0.0,0.0,0.0,30.12,5.35,0.0
20160726:1909,0.0,0.0,0.0,28.7,4.83,0.0
20160726:2009,0.0,0.0,0.0,27.27,4.31,0.0
20160726:2109,0.0,0.0,0.0,25.85,3.79,0.0
20160726:2209,0.0,0.0,0.0,24.83,3.37,0.0
20160726:2309,0.0,0.0,0.0,23.81,2.94,0.0
20160727:0009,0.0,0.0,0.0,22.78,2.51,0.0
20160727:0109,0.0,0.0,0.0,22.29,2.52,0.0
20160727:0209,0.0,0.0,0.0,21.8,2.54,0.0
20160727:0309,0.0,0.0,0.0,21.3,2.55,0.0
20160727:0409,9.06,63.98,10.08,22.17,2.74,0.0
20160727:0509,56.71,274.13,22.73,23.05,2.93,0.0
20160727:0609,116.07,504.64,35.62,23.92,3.12,0.0
20160727:0709,165.05,721.07,48.61,26.17,3.23,0.0
20160727:0809,196.75,879.54,61.4,28.42,3.34,0.0
