time,P,G(i),H_sun,T2m,WS10m,Int
20160305:0109,0.0,0.0,0.0,10.7,3.21,0.0
20160305:0209,0.0,0.0,0.0,10.38,3.14,0.0
20160305:0309,0.0,0.0,0.0,10.06,3.08,0.0
20160305:0409,0.0,0.0,0.0,10.94,3.09,0.0
20160305:0509,34.8,169.36,9.17,11.82,3.09,0.0
20160305:0609,112.0,461.55,21.6,12.7,3.1,0.0
20160305:0709,172.42,711.37,33.25,15.43,3.56,0.0
20160305:0809,215.08,909.71,43.43,18.15,4.01,0.0
20160305:0909,238.33,1029.98,50.91,20.87,4.47,0.0
20160305:1009,248.84,1083.13,53.94,21.55,4.7,0.0
20160305:1109,235.57,1019.86,51.44,22.22,4.94,0.0
20160305:1209,207.26,887.55,44.32,22.89,5.17,0.0
20160305:1309,163.19,690.93,34.34,22.85,5.02,0.0
20160305:1409,104.05,447.34,22.8,22.8,4.87,0.0
20160305:1509,24.2,134.77,10.43,22.75,4.72,0.0
20160305:1609,0.0,0.0,0.0,20.92,4.75,0.0
20160305:1709,0.0,0.0,0.0,19.09,4.78,0.0
20160305:1809,0.0,0.0,0.0,17.26,4.81,0.0
20160305:1909,0.0,0.0,0.0,16.16,4.72,0.0
20160305:2009,0.0,0.0,0.0,15.05,4.63,0.0
20160305:2109,0.0,0.0,0.0,13.94,4.54,0.0
20160305:2209,0.0,0.0,0.0,13.17,4.28,0.0
20160305:2309,0.0,0.0,0.0,12.4,4.01,0.0
20160306:0009,0.0,0.0,0.0,11.63,3.75,0.0
20160306:0109,0.0,0.0,0.0,11.1,3.58,0.0
20160306:0209,0.0,0.0,0.0,10.57,3.41,0.0
20160306:0309,0.0,0.0,0.0,10.03,3.24,0.0
20160306:0409,0.0,0.0,0.0,10.43,3.22,0.0
20160306:0509,4.65,31.44,9.42,10.83,3.2,0.0
20160306:0609,62.5,261.09,21.87,11.22,3.17,0.0
20160306:0709,174.56,718.61,33.55,13.18,3.1,0.0
20160306:0809,213.75,899.79,43.77,15.13,3.03,0.0
20160306:0909,240.26,1038.33,51.29,17.08,2.97,0.0
20160306:1009,248.04,1091.43,54.33,18.16,2.62,0.0
20160306:1109,234.99,1038.77,51.79,19.24,2.27,0.0
20160306:1209,203.57,891.54,44.6,20.32,1.92,0.0
20160306:1309,160.32,686.79,34.56,20.54,2.12,0.0
20160306:1409,105.92,456.89,22.98,20.75,2.32,0.0
20160306:1509,24.72,136.08,10.58,20.97,2.52,0.0
20160306:1609,0.0,0.0,0.0,19.47,3.12,0.0
20160306:1709,0.0,0.0,0.0,17.96,3.71,0.0
20160306:1809,0.0,0.0,0.0,16.46,4.3,0.0
20160306:1909,0.0,0.0,0.0,15.62,4.43,0.0
20160306:2009,0.0,0.0,0.0,14.77,4.56,0.0
20160306:2109,0.0,0.0,0.0,13.92,4.69,0.0
20160306:2209,0.0,0.0,0.0,13.1,4.43,0.0
20160306:2309,0.0,0.0,0.0,12.28,4.17,0.0
20160307:0009,0.0,0.0,0.0,11.45,3.92,0.0
20160307:0109,0.0,0.0,0.0,10.84,3.62,0.0
20160307:0209,0.0,0.0,0.0,10.22,3.33,0.0
20160307:0309,0.0,0.0,0.0,9.6,3.03,0.0
20160307:0409,0.0,0.0,0.0,10.1,3.03,0.0
20160307:0509,38.45,183.84,9.67,10.6,3.03,0.0
20160307:0609,113.86,465.65,22.15,11.09,3.02,0.0
20160307:0709,167.59,687.86,33.85,13.6,2.95,0.0
20160307:0809,213.42,902.86,44.11,16.11,2.88,0.0
20160307:0909,244.1,1071.01,51.67,18.61,2.81,0.0
20160307:1009,238.7,1061.74,54.72,19.77,2.34,0.0
20160307:1109,230.58,1030.86,52.13,20.93,1.88,0.0
20160307:1209,207.07,932.88,44.87,22.09,1.41,0.0
20160307:1309,143.4,618.93,34.78,22.23,1.48,0.0
20160307:1409,69.7,306.75,23.17,22.37,1.54,0.0
20160307:1509,36.22,188.38,10.74,22.51,1.61,0.0
20160307:1609,0.0,0.0,0.0,20.7,2.14,0.0
20160307:1709,0.0,0.0,0.0,18.9,2.67,0.0
20160307:1809,0.0,0.0,0.0,17.09,3.2,0.0
20160307:1909,0.0,0.0,0.0,15.95,3.26,0.0
20160307:2009,0.0,0.0,0.0,14.81,3.32,0.0
20160307:2109,0.0,0.0,0.0,13.66,3.38,0.0
20160307:2209,0.0,0.0,0.0,12.92,3.25,0.0
20160307:2309,0.0,0.0,0.0,12.18,3.11,0.0
20160308:0009,0.0,0.0,0.0,11.43,2.98,0.0
20160308:0109,0.0,0.0,0.0,11.07,2.91,0.0
20160308:0209,0.0,0.0,0.0,10.71,2.85,0.0
20160308:0309,0.0,0.0,0.0,10.35,2.79,0.0
20160308:0409,0.0,0.0,0.0,11.01,2.79,0.0
20160308:0509,13.62,70.34,9.93,11.67,2.79,0.0
20160308:0609,35.22,155.79,22.42,12.32,2.79,0.0
20160308:0709,148.97,611.72,34.16,14.95,3.28,0.0
20160308:0809,205.13,865.65,44.46,17.58,3.78,0.0
20160308:0909,229.26,985.95,52.06,20.2,4.28,0.0
20160308:1009,245.6,1073.15,55.11,21.83,4.61,0.0
20160308:1109,242.45,1059.8,52.47,23.46,4.94,0.0
20160308:1209,213.82,924.14,45.15,25.09,5.27,0.0
20160308:1309,170.73,730.57,35.0,25.07,5.43,0.0
20160308:1409,88.9,386.83,23.35,25.05,5.59,0.0
20160308:1509,31.18,168.49,10.9,25.03,5.75,0.0
20160308:1609,0.0,0.0,0.0,23.93,5.53,0.0
20160308:1709,0.0,0.0,0.0,22.84,5.3,0.0
20160308:1809,0.0,0.0,0.0,21.74,5.08,0.0
20160308:1909,0.0,0.0,0.0,20.86,5.03,0.0
20160308:2009,0.0,0.0,0.0,19.97,4.97,0.0
20160308:2109,0.0,0.0,0.0,19.08,4.92,0.0
20160308:2209,0.0,0.0,0.0,18.82,4.84,0.0
20160308:2309,0.0,0.0,0.0,18.56,4.75,0.0
20160309:0009,0.0,0.0,0.0,18.29,4.66,0.0
20160309:0109,0.0,0.0,0.0,17.87,4.79,0.0
20160309:0209,0.0,0.0,0.0,17.45,4.92,0.0
20160309:0309,0.0,0.0,0.0,17.02,5.05,0.0
20160309:0409,0.0,0.0,0.0,17.43,4.83,0.0
20160309:0509,33.42,163.49,10.19,17.83,4.62,0.0
20160309:0609,106.69,448.25,22.69,18.23,4.4,0.0
20160309:0709,151.48,634.34,34.46,20.69,4.6,0.0
20160309:0809,211.63,911.63,44.8,23.15,4.8,0.0
20160309:0909,235.2,1036.39,52.44,25.6,4.99,0.0
20160309:1009,246.14,1096.5,55.5,26.86,5.14,0.0
20160309:1109,238.77,1065.33,52.82,28.12,5.3,0.0
20160309:1209,201.41,888.24,45.43,29.37,5.45,0.0
20160309:1309,158.64,692.17,35.22,29.27,5.42,0.0
20160309:1409,96.16,425.98,23.53,29.16,5.39,0.0
20160309:1509,16.93,89.56,11.05,29.06,5.37,0.0
20160309:1609,0.0,0.0,0.0,26.66,5.31,0.0
20160309:1709,0.0,0.0,0.0,24.26,5.25,0.0
20160309:1809,0.0,0.0,0.0,21.86,5.19,0.0
20160309:1909,0.0,0.0,0.0,20.52,5.1,0.0
20160309:2009,0.0,0.0,0.0,19.17,5.02,0.0
20160309:2109,0.0,0.0,0.0,17.82,4.94,0.0
20160309:2209,0.0,0.0,0.0,16.78,4.83,0.0
20160309:2309,0.0,0.0,0.0,15.73,4.73,0.0
20160310:0009,0.0,0.0,0.0,14.68,4.62,0.0
20160310:0109,0.0,0.0,0.0,14.15,4.0,0.0
20160310:0209,0.0,0.0,0.0,13.62,3.37,0.0
20160310:0309,0.0,0.0,0.0,13.09,2.74,0.0
20160310:0409,0.0,0.0,0.0,13.53,2.81,0.0
20160310:0509,36.54,175.19,10.44,13.97,2.88,0.0
20160310:0609,111.29,462.23,22.97,14.4,2.95,0.0
20160310:0709,175.47,732.25,34.77,16.79,3.31,0.0
20160310:0809,218.63,935.38,45.15,19.18,3.66,0.0
20160310:0909,241.65,1056.31,52.83,21.56,4.01,0.0
20160310:1009,251.02,1109.05,55.9,22.79,4.14,0.0
20160310:1109,239.97,1058.11,53.16,24.01,4.27,0.0
20160310:1209,213.45,932.66,45.7,25.23,4.4,0.0
20160310:1309,169.28,726.79,35.44,25.08,4.71,0.0
20160310:1409,109.39,474.96,23.7,24.93,5.02,0.0
20160310:1509,25.36,141.31,11.2,24.78,5.32,0.0
20160310:1609,0.0,0.0,0.0,23.26,5.49,0.0
20160310:1709,0.0,0.0,0.0,21.73,5.66,0.0
20160310:1809,0.0,0.0,0.0,20.21,5.83,0.0
20160310:1909,0.0,0.0,0.0,19.21,5.75,0.0
20160310:2009,0.0,0.0,0.0,18.2,5.67,0.0
20160310:2109,0.0,0.0,0.0,17.19,5.59,0.0
20160310:2209,0.0,0.0,0.0,16.48,5.45,0.0
20160310:2309,0.0,0.0,0.0,15.77,5.32,0.0
20160311:0009,0.0,0.0,0.0,15.06,5.19,0.0
20160311:0109,0.0,0.0,0.0,14.48,5.55,0.0
20160311:0209,0.0,0.0,0.0,13.9,5.92,0.0
20160311:0309,0.0,0.0,0.0,13.32,6.29,0.0
20160311:0409,0.0,0.0,0.0,14.03,6.47,0.0
20160311:0509,36.01,171.66,10.7,14.74,6.66,0.0
20160311:0609,111.89,459.62,23.25,15.45,6.84,0.0
20160311:0709,176.77,723.06,35.07,17.9,7.27,0.0
20160311:0809,220.15,917.66,45.49,20.35,7.71,0.0
20160311:0909,243.69,1034.98,53.22,22.8,8.14,0.0
20160311:1009,254.61,1093.72,56.29,24.25,8.18,0.0
20160311:1109,242.52,1045.17,53.5,25.7,8.22,0.0
20160311:1209,211.25,906.59,45.97,27.14,8.26,0.0
20160311:1309,170.41,725.0,35.65,26.8,8.28,0.0
20160311:1409,104.52,452.83,23.88,26.45,8.29,0.0
20160311:1509,29.37,156.03,11.36,26.1,8.3,0.0
20160311:1609,0.0,0.0,0.0,24.48,8.21,0.0
20160311:1709,0.0,0.0,0.0,22.85,8.11,0.0
20160311:1809,0.0,0.0,0.0,21.23,8.01,0.0
20160311:1909,0.0,0.0,0.0,20.23,7.79,0.0
20160311:2009,0.0,0.0,0.0,19.23,7.57,0.0
20160311:2109,0.0,0.0,0.0,18.22,7.35,0.0
20160311:2209,0.0,0.0,0.0,17.72,7.17,0.0
20160311:2309,0.0,0.0,0.0,17.21,6.98,0.0
20160312:0009,0.0,0.0,0.0,16.7,6.8,0.0
20160312:0109,0.0,0.0,0.0,16.11,6.91,0.0
20160312:0209,0.0,0.0,0.0,15.52,7.03,0.0
20160312:0309,0.0,0.0,0.0,14.92,7.14,0.0
20160312:0409,0.0,0.0,0.0,15.41,7.09,0.0
20160312:0509,1.38,15.24,10.97,15.89,7.03,0.0
20160312:0609,24.14,113.96,23.53,16.37,6.97,0.0
20160312:0709,58.31,250.99,35.38,18.71,7.36,0.0
20160312:0809,205.5,857.14,45.84,21.05,7.76,0.0
20160312:0909,237.99,1023.5,53.61,23.38,8.15,0.0
20160312:1009,241.4,1042.93,56.68,25.07,7.97,0.0
20160312:1109,212.72,917.92,53.84,26.75,7.79,0.0
20160312:1209,198.92,868.09,46.24,28.43,7.61,0.0
20160312:1309,173.94,748.96,35.86,28.34,7.2,0.0
20160312:1409,41.84,193.87,24.05,28.24,6.8,0.0
20160312:1509,17.56,99.52,11.51,28.15,6.39,0.0
20160312:1609,0.0,0.0,0.0,26.83,6.42,0.0
20160312:1709,0.0,0.0,0.0,25.51,6.45,0.0
20160312:1809,0.0,0.0,0.0,24.19,6.48,0.0
20160312:1909,0.0,0.0,0.0,23.52,6.19,0.0
20160312:2009,0.0,0.0,0.0,22.85,5.89,0.0
20160312:2109,0.0,0.0,0.0,22.18,5.6,0.0
20160312:2209,0.0,0.0,0.0,22.8,4.98,0.0
20160312:2309,0.0,0.0,0.0,23.41,4.37,0.0
20160313:0009,0.0,0.0,0.0,24.02,3.75,0.0
20160313:0109,0.0,0.0,0.0,23.3,3.86,0.0
20160313:0209,0.0,0.0,0.0,22.57,3.96,0.0
20160313:0309,0.0,0.0,0.0,21.84,4.07,0.0
20160313:0409,0.0,0.0,0.0,22.42,4.56,0.0
20160313:0509,12.63,69.19,11.23,22.99,5.04,0.0
20160313:0609,23.21,113.74,23.81,23.56,5.53,0.0
20160313:0709,69.36,303.07,35.69,25.1,5.96,0.0
20160313:0809,90.77,391.05,46.19,26.64,6.39,0.0
20160313:0909,175.06,767.87,53.99,28.17,6.81,0.0
20160313:1009,228.43,996.29,57.08,28.92,7.33,0.0
20160313:1109,238.05,1050.25,54.19,29.67,7.84,0.0
20160313:1209,186.75,811.02,46.5,30.42,8.36,0.0
20160313:1309,108.42,466.97,36.07,30.21,8.29,0.0
20160313:1409,8.34,51.45,24.22,29.99,8.22,0.0
20160313:1509,1.05,16.0,11.65,29.77,8.15,0.0
20160313:1609,0.0,0.0,0.0,28.51,7.6,0.0
20160313:1709,0.0,0.0,0.0,27.26,7.05,0.0
20160313:1809,0.0,0.0,0.0,26.0,6.5,0.0
20160313:1909,0.0,0.0,0.0,25.48,6.52,0.0
20160313:2009,0.0,0.0,0.0,24.95,6.54,0.0
20160313:2109,0.0,0.0,0.0,24.42,6.57,0.0
20160313:2209,0.0,0.0,0.0,22.27,7.28,0.0
20160313:2309,0.0,0.0,0.0,20.11,8.0,0.0
20160314:0009,0.0,0.0,0.0,17.95,8.72,0.0
20160314:0109,0.0,0.0,0.0,16.43,7.84,0.0
20160314:0209,0.0,0.0,0.0,14.91,6.96,0.0
20160314:0309,0.0,0.0,0.0,13.38,6.08,0.0
20160314:0409,0.0,0.0,0.0,13.8,6.22,0.0
20160314:0509,36.01,168.84,11.49,14.21,6.36,0.0
20160314:0609,113.82,465.72,24.09,14.62,6.5,0.0
20160314:0709,182.09,739.82,36.0,16.25,7.07,0.0
20160314:0809,228.07,940.5,46.54,17.88,7.65,0.0
20160314:0909,251.46,1051.91,54.39,19.5,8.22,0.0
20160314:1009,260.17,1096.32,57.47,20.4,8.39,0.0
20160314:1109,247.5,1042.18,54.52,21.3,8.56,0.0
20160314:1209,216.96,907.47,46.77,22.19,8.73,0.0
20160314:1309,169.11,702.25,36.27,22.15,8.65,0.0
20160314:1409,108.2,458.78,24.39,22.1,8.57,0.0
20160314:1509,22.12,124.0,11.8,22.05,8.48,0.0
20160314:1609,0.0,0.0,0.0,20.84,7.36,0.0
20160314:1709,0.0,0.0,0.0,19.62,6.24,0.0
20160314:1809,0.0,0.0,0.0,18.41,5.12,0.0
20160314:1909,0.0,0.0,0.0,17.63,5.0,0.0
20160314:2009,0.0,0.0,0.0,16.84,4.89,0.0
20160314:2109,0.0,0.0,0.0,16.05,4.77,0.0
20160314:2209,0.0,0.0,0.0,15.61,4.85,0.0
20160314:2309,0.0,0.0,0.0,15.16,4.93,0.0
20160315:0009,0.0,0.0,0.0,14.71,5.01,0.0
20160315:0109,0.0,0.0,0.0,14.61,5.1,0.0
20160315:0209,0.0,0.0,0.0,14.51,5.19,0.0
20160315:0309,0.0,0.0,0.0,14.41,5.28,0.0
20160315:0409,0.0,0.0,0.0,14.69,5.33,0.0
20160315:0509,36.91,173.69,11.76,14.97,5.38,0.0
20160315:0609,116.56,479.82,24.37,15.24,5.43,0.0
20160315:0709,181.36,741.16,36.31,16.49,6.19,0.0
20160315:0809,225.17,931.35,46.89,17.74,6.95,0.0
20160315:0909,247.85,1035.67,54.78,18.98,7.71,0.0
20160315:1009,254.63,1071.85,57.87,19.68,7.73,0.0
20160315:1109,240.92,1012.38,54.86,20.38,7.76,0.0
20160315:1209,200.88,835.72,47.03,21.07,7.78,0.0
20160315:1309,143.68,593.95,36.48,20.87,7.48,0.0
20160315:1409,96.69,409.43,24.55,20.66,7.18,0.0
20160315:1509,16.73,89.02,11.95,20.46,6.88,0.0
20160315:1609,0.0,0.0,0.0,19.22,6.12,0.0
20160315:1709,0.0,0.0,0.0,17.97,5.36,0.0
20160315:1809,0.0,0.0,0.0,16.73,4.59,0.0
20160315:1909,0.0,0.0,0.0,15.6,4.26,0.0
20160315:2009,0.0,0.0,0.0,14.46,3.92,0.0
20160315:2109,0.0,0.0,0.0,13.32,3.59,0.0
20160315:2209,0.0,0.0,0.0,12.6,3.17,0.0
20160315:2309,0.0,0.0,0.0,11.87,2.76,0.0
20160316:0009,0.0,0.0,0.0,11.14,2.34,0.0
20160316:0109,0.0,0.0,0.0,10.67,2.12,0.0
20160316:0209,0.0,0.0,0.0,10.19,1.9,0.0
20160316:0309,0.0,0.0,0.0,9.71,1.68,0.0
20160316:0409,0.0,0.0,0.0,10.63,1.59,0.0
20160316:0509,45.8,213.24,12.03,11.54,1.5,0.0
20160316:0609,117.93,490.45,24.66,12.45,1.41,0.0
20160316:0709,179.63,748.0,36.62,14.28,2.4,0.0
20160316:0809,222.83,942.59,47.24,16.11,3.38,0.0
20160316:0909,247.0,1056.04,55.17,17.94,4.37,0.0
20160316:1009,235.12,1006.62,58.26,18.76,4.59,0.0
20160316:1109,206.65,871.28,55.2,19.58,4.8,0.0
20160316:1209,135.14,565.84,47.29,20.39,5.02,0.0
20160316:1309,129.18,536.77,36.68,20.34,5.13,0.0
20160316:1409,82.88,354.29,24.72,20.28,5.23,0.0
20160316:1509,22.42,126.83,12.09,20.22,5.34,0.0
20160316:1609,0.0,0.0,0.0,18.94,5.04,0.0
20160316:1709,0.0,0.0,0.0,17.66,4.75,0.0
20160316:1809,0.0,0.0,0.0,16.38,4.46,0.0
20160316:1909,0.0,0.0,0.0,15.4,4.17,0.0
20160316:2009,0.0,0.0,0.0,14.42,3.88,0.0
20160316:2109,0.0,0.0,0.0,13.44,3.59,0.0
20160316:2209,0.0,0.0,0.0,12.71,3.05,0.0
20160316:2309,0.0,0.0,0.0,11.98,2.52,0.0
20160317:0009,0.0,0.0,0.0,11.24,1.99,0.0
20160317:0109,0.0,0.0,0.0,11.06,1.98,0.0
20160317:0209,0.0,0.0,0.0,10.87,1.97,0.0
20160317:0309,0.0,0.0,0.0,10.68,1.96,0.0
20160317:0409,0.0,0.0,0.0,11.37,1.98,0.0
20160317:0509,43.63,200.34,12.29,12.06,2.0,0.0
20160317:0609,118.53,491.04,24.94,12.75,2.01,0.0
20160317:0709,177.12,736.95,36.93,14.49,2.52,0.0
20160317:0809,212.59,901.86,47.59,16.23,3.03,0.0
20160317:0909,240.26,1034.25,55.56,17.96,3.53,0.0
20160317:1009,244.93,1061.37,58.66,18.79,3.73,0.0
20160317:1109,225.85,973.91,55.53,19.61,3.93,0.0
20160317:1209,197.49,841.86,47.55,20.43,4.12,0.0
20160317:1309,160.83,674.68,36.88,20.36,4.43,0.0
20160317:1409,105.01,446.93,24.88,20.29,4.73,0.0
20160317:1509,22.85,130.5,12.23,20.22,5.03,0.0
20160317:1609,0.0,0.0,0.0,18.94,4.87,0.0
20160317:1709,0.0,0.0,0.0,17.65,4.71,0.0
20160317:1809,0.0,0.0,0.0,16.37,4.55,0.0
20160317:1909,0.0,0.0,0.0,15.38,4.15,0.0
20160317:2009,0.0,0.0,0.0,14.39,3.74,0.0
20160317:2109,0.0,0.0,0.0,13.39,3.34,0.0
20160317:2209,0.0,0.0,0.0,12.93,3.13,0.0
20160317:2309,0.0,0.0,0.0,12.46,2.92,0.0
20160318:0009,0.0,0.0,0.0,11.99,2.72,0.0
20160318:0109,0.0,0.0,0.0,11.53,2.9,0.0
20160318:0209,0.0,0.0,0.0,11.06,3.09,0.0
20160318:0309,0.0,0.0,0.0,10.59,3.27,0.0
20160318:0409,0.0,0.0,0.0,11.17,3.31,0.0
20160318:0509,44.65,205.3,12.56,11.74,3.35,0.0
20160318:0609,118.8,486.59,25.22,12.31,3.39,0.0
20160318:0709,181.12,746.15,37.24,14.04,3.43,0.0
20160318:0809,222.76,940.15,47.94,15.77,3.48,0.0
20160318:0909,245.16,1056.8,55.95,17.49,3.52,0.0
20160318:1009,253.82,1112.18,59.06,18.71,3.27,0.0
20160318:1109,244.02,1073.51,55.87,19.92,3.02,0.0
20160318:1209,216.09,943.75,47.8,21.13,2.77,0.0
20160318:1309,172.61,738.42,37.08,21.21,3.01,0.0
20160318:1409,111.47,480.12,25.04,21.28,3.25,0.0
20160318:1509,25.96,142.43,12.37,21.35,3.49,0.0
20160318:1609,0.0,0.0,0.0,20.09,3.67,0.0
20160318:1709,0.0,0.0,0.0,18.84,3.86,0.0
20160318:1809,0.0,0.0,0.0,17.58,4.04,0.0
20160318:1909,0.0,0.0,0.0,16.62,4.02,0.0
20160318:2009,0.0,0.0,0.0,15.66,4.0,0.0
20160318:2109,0.0,0.0,0.0,14.7,3.97,0.0
20160318:2209,0.0,0.0,0.0,14.0,3.75,0.0
20160318:2309,0.0,0.0,0.0,13.3,3.53,0.0
20160319:0009,0.0,0.0,0.0,12.59,3.31,0.0
20160319:0109,0.0,0.0,0.0,12.28,3.15,0.0
20160319:0209,0.0,0.0,0.0,11.97,3.0,0.0
20160319:0309,0.0,0.0,0.0,11.65,2.84,0.0
20160319:0409,0.0,0.0,0.0,12.9,2.69,0.0
20160319:0509,38.77,184.31,12.83,14.15,2.54,0.0
20160319:0609,112.44,469.81,25.51,15.39,2.39,0.0
20160319:0709,173.36,731.82,37.56,18.62,3.05,0.0
20160319:0809,216.11,936.62,48.29,21.85,3.72,0.0
20160319:0909,239.8,1063.37,56.35,25.07,4.39,0.0
20160319:1009,248.2,1107.25,59.45,26.15,4.77,0.0
20160319:1109,233.65,1033.05,56.2,27.22,5.15,0.0
20160319:1209,210.34,923.95,48.05,28.29,5.53,0.0
20160319:1309,171.96,743.92,37.27,28.06,6.45,0.0
20160319:1409,103.41,452.72,25.2,27.82,7.37,0.0
20160319:1509,21.02,121.94,12.51,27.58,8.29,0.0
20160319:1609,0.0,0.0,0.0,25.28,8.28,0.0
20160319:1709,0.0,0.0,0.0,22.97,8.26,0.0
20160319:1809,0.0,0.0,0.0,20.67,8.25,0.0
20160319:1909,0.0,0.0,0.0,18.91,7.72,0.0
20160319:2009,0.0,0.0,0.0,17.15,7.2,0.0
20160319:2109,0.0,0.0,0.0,15.39,6.68,0.0
20160319:2209,0.0,0.0,0.0,14.63,6.29,0.0
20160319:2309,0.0,0.0,0.0,13.86,5.89,0.0
20160320:0009,0.0,0.0,0.0,13.09,5.5,0.0
20160320:0109,0.0,0.0,0.0,12.54,5.18,0.0
20160320:0209,0.0,0.0,0.0,11.99,4.85,0.0
20160320:0309,0.0,0.0,0.0,11.44,4.52,0.0
20160320:0409,0.0,0.0,0.0,12.03,4.49,0.0
20160320:0509,48.6,224.02,13.1,12.62,4.45,0.0
20160320:0609,65.59,273.22,25.79,13.21,4.41,0.0
20160320:0709,175.5,713.96,37.87,14.74,5.03,0.0
20160320:0809,183.1,747.79,48.64,16.27,5.66,0.0
20160320:0909,172.6,705.56,56.74,17.8,6.28,0.0
20160320:1009,232.55,977.44,59.85,18.61,6.57,0.0
20160320:1109,175.25,719.18,56.53,19.41,6.86,0.0
20160320:1209,115.32,471.61,48.3,20.21,7.16,0.0
20160320:1309,85.95,361.91,37.46,19.95,7.11,0.0
20160320:1409,101.81,428.84,25.36,19.69,7.06,0.0
20160320:1509,27.59,148.94,12.65,19.43,7.01,0.0
20160320:1609,0.0,0.0,0.0,18.45,6.24,0.0
20160320:1709,0.0,0.0,0.0,17.47,5.47,0.0
20160320:1809,0.0,0.0,0.0,16.49,4.7,0.0
20160320:1909,0.0,0.0,0.0,15.6,4.29,0.0
20160320:2009,0.0,0.0,0.0,14.71,3.89,0.0
20160320:2109,0.0,0.0,0.0,13.81,3.48,0.0
20160320:2209,0.0,0.0,0.0,13.2,3.37,0.0
20160320:2309,0.0,0.0,0.0,12.59,3.27,0.0
20160321:0009,0.0,0.0,0.0,11.98,3.17,0.0
20160321:0109,0.0,0.0,0.0,11.32,3.02,0.0
20160321:0209,0.0,0.0,0.0,10.66,2.86,0.0
20160321:0309,0.0,0.0,0.0,9.99,2.7,0.0
20160321:0409,0.0,0.0,0.0,10.92,2.65,0.0
20160321:0509,51.62,237.17,13.37,11.84,2.59,0.0
20160321:0609,122.49,505.28,26.07,12.76,2.54,0.0
20160321:0709,183.47,759.64,38.18,14.36,3.07,0.0
20160321:0809,217.84,917.6,48.99,15.96,3.6,0.0
20160321:0909,242.75,1037.16,57.13,17.56,4.12,0.0
20160321:1009,254.36,1096.65,60.24,18.47,4.31,0.0
20160321:1109,244.0,1049.75,56.86,19.38,4.49,0.0
20160321:1209,215.97,918.6,48.55,20.29,4.68,0.0
20160321:1309,168.12,703.4,37.65,20.33,5.01,0.0
20160321:1409,108.39,460.63,25.51,20.37,5.35,0.0
20160321:1509,24.74,137.92,12.79,20.41,5.68,0.0
20160321:1609,0.0,0.0,0.0,19.1,5.31,0.0
20160321:1709,0.0,0.0,0.0,17.8,4.93,0.0
20160321:1809,0.0,0.0,0.0,16.49,4.55,0.0
20160321:1909,0.0,0.0,0.0,15.43,4.18,0.0
20160321:2009,0.0,0.0,0.0,14.37,3.82,0.0
20160321:2109,0.0,0.0,0.0,13.3,3.45,0.0
20160321:2209,0.0,0.0,0.0,12.52,3.1,0.0
20160321:2309,0.0,0.0,0.0,11.74,2.76,0.0
20160322:0009,0.0,0.0,0.0,10.96,2.41,0.0
20160322:0109,0.0,0.0,0.0,10.4,2.17,0.0
20160322:0209,0.0,0.0,0.0,9.83,1.93,0.0
20160322:0309,0.0,0.0,0.0,9.26,1.68,0.0
20160322:0409,0.0,0.0,0.0,10.09,1.64,0.0
20160322:0509,50.34,230.18,13.64,10.92,1.59,0.0
20160322:0609,120.4,498.02,26.36,11.75,1.54,0.0
20160322:0709,178.74,748.97,38.49,13.8,1.71,0.0
20160322:0809,218.59,942.9,49.34,15.84,1.88,0.0
20160322:0909,238.88,1054.93,57.53,17.88,2.04,0.0
20160322:1009,246.79,1103.14,60.64,18.99,2.06,0.0
20160322:1109,235.81,1051.54,57.18,20.1,2.09,0.0
20160322:1209,210.0,924.23,48.8,21.21,2.11,0.0
20160322:1309,165.25,709.39,37.84,21.51,2.64,0.0
20160322:1409,105.39,455.66,25.67,21.81,3.17,0.0
20160322:1509,25.19,141.52,12.92,22.11,3.7,0.0
20160322:1609,0.0,0.0,0.0,20.5,3.62,0.0
20160322:1709,0.0,0.0,0.0,18.88,3.54,0.0
20160322:1809,0.0,0.0,0.0,17.27,3.46,0.0
20160322:1909,0.0,0.0,0.0,16.28,3.48,0.0
20160322:2009,0.0,0.0,0.0,15.28,3.49,0.0
20160322:2109,0.0,0.0,0.0,14.28,3.5,0.0
20160322:2209,0.0,0.0,0.0,13.57,3.46,0.0
20160322:2309,0.0,0.0,0.0,12.86,3.42,0.0
20160323:0009,0.0,0.0,0.0,12.14,3.38,0.0
20160323:0109,0.0,0.0,0.0,11.57,3.26,0.0
20160323:0209,0.0,0.0,0.0,10.99,3.13,0.0
20160323:0309,0.0,0.0,0.0,10.41,3.01,0.0
20160323:0409,0.0,0.0,0.0,11.67,3.17,0.0
20160323:0509,5.66,36.49,13.9,12.92,3.34,0.0
20160323:0609,41.66,182.33,26.64,14.17,3.5,0.0
20160323:0709,103.44,428.24,38.79,17.05,4.48,0.0
20160323:0809,219.91,928.62,49.69,19.93,5.45,0.0
20160323:0909,227.52,983.17,57.92,22.8,6.43,0.0
20160323:1009,155.12,654.99,61.03,24.15,6.62,0.0
20160323:1109,217.93,935.83,57.5,25.5,6.81,0.0
20160323:1209,220.78,956.84,49.04,26.85,7.01,0.0
20160323:1309,155.96,666.86,38.02,26.84,6.75,0.0
20160323:1409,109.72,479.32,25.82,26.82,6.49,0.0
20160323:1509,34.92,188.71,13.06,26.81,6.23,0.0
20160323:1609,0.0,0.0,0.0,25.2,5.99,0.0
20160323:1709,0.0,0.0,0.0,23.59,5.74,0.0
