time,P,G(i),H_sun,T2m,WS10m,Int
20160218:0909,217.66,927.8,44.29,18.93,3.63,0.0
20160218:1009,221.45,953.81,45.42,19.34,3.22,0.0
20160218:1109,185.48,792.94,42.09,19.74,2.81,0.0
20160218:1209,138.33,586.12,35.11,20.15,2.4,0.0
20160218:1309,47.92,211.61,25.68,19.52,2.3,0.0
20160218:1409,89.37,383.05,14.75,18.89,2.21,0.0
20160218:1509,3.14,26.48,2.93,18.26,2.11,0.0
20160218:1609,0.0,0.0,0.0,17.28,2.23,0.0
20160218:1709,0.0,0.0,0.0,16.29,2.34,0.0
20160218:1809,0.0,0.0,0.0,15.3,2.46,0.0
20160218:1909,0.0,0.0,0.0,14.54,2.76,0.0
20160218:2009,0.0,0.0,0.0,13.78,3.06,0.0
20160218:2109,0.0,0.0,0.0,13.02,3.37,0.0
20160218:2209,0.0,0.0,0.0,12.73,3.33,0.0
20160218:2309,0.0,0.0,0.0,12.45,3.3,0.0
20160219:0009,0.0,0.0,0.0,12.16,3.27,0.0
20160219:0109,0.0,0.0,0.0,11.8,3.27,0.0
20160219:0209,0.0,0.0,0.0,11.44,3.27,0.0
20160219:0309,0.0,0.0,0.0,11.08,3.27,0.0
20160219:0409,0.0,0.0,0.0,12.23,3.5,0.0
20160219:0509,22.27,119.99,9.17,13.37,3.73,0.0
20160219:0609,89.57,375.09,20.63,14.52,3.96,0.0
20160219:0709,152.64,626.47,30.94,16.38,4.17,0.0
20160219:0809,188.7,786.34,39.31,18.24,4.37,0.0
20160219:0909,213.14,903.97,44.64,20.09,4.58,0.0
20160219:1009,222.65,942.85,45.77,19.83,5.09,0.0
20160219:1109,212.66,892.21,42.41,19.57,5.59,0.0
20160219:1209,93.55,390.47,35.39,19.31,6.1,0.0
20160219:1309,66.99,282.64,25.92,17.74,5.96,0.0
20160219:1409,51.53,222.29,14.96,16.17,5.83,0.0
20160219:1509,3.1,25.88,3.12,14.59,5.7,0.0
20160219:1609,0.0,0.0,0.0,13.67,5.37,0.0
20160219:1709,0.0,0.0,0.0,12.74,5.05,0.0
20160219:1809,0.0,0.0,0.0,11.81,4.73,0.0
20160219:1909,0.0,0.0,0.0,11.59,4.76,0.0
20160219:2009,0.0,0.0,0.0,11.37,4.79,0.0
20160219:2109,0.0,0.0,0.0,11.15,4.81,0.0
20160219:2209,0.0,0.0,0.0,11.23,4.79,0.0
20160219:2309,0.0,0.0,0.0,11.32,4.77,0.0
20160220:0009,0.0,0.0,0.0,11.4,4.74,0.0
20160220:0109,0.0,0.0,0.0,11.09,4.53,0.0
20160220:0209,0.0,0.0,0.0,10.79,4.32,0.0
20160220:0309,0.0,0.0,0.0,10.48,4.11,0.0
20160220:0409,0.0,0.0,0.0,11.31,4.28,0.0
20160220:0509,15.68,84.35,9.4,12.14,4.45,0.0
20160220:0609,55.35,235.06,20.89,12.97,4.62,0.0
20160220:0709,86.46,354.91,31.22,14.14,4.8,0.0
20160220:0809,182.45,745.37,39.64,15.32,4.99,0.0
20160220:0909,205.17,848.62,44.99,16.49,5.17,0.0
20160220:1009,212.67,883.99,46.13,16.72,5.09,0.0
20160220:1109,213.54,888.34,42.74,16.95,5.01,0.0
20160220:1209,188.77,779.59,35.67,17.18,4.92,0.0
20160220:1309,136.75,559.74,26.17,16.33,4.42,0.0
20160220:1409,84.01,352.01,15.17,15.48,3.92,0.0
20160220:1509,4.42,32.91,3.3,14.62,3.42,0.0
20160220:1609,0.0,0.0,0.0,13.75,3.31,0.0
20160220:1709,0.0,0.0,0.0,12.88,3.21,0.0
20160220:1809,0.0,0.0,0.0,12.01,3.1,0.0
20160220:1909,0.0,0.0,0.0,11.68,3.3,0.0
20160220:2009,0.0,0.0,0.0,11.36,3.5,0.0
20160220:2109,0.0,0.0,0.0,11.03,3.7,0.0
20160220:2209,0.0,0.0,0.0,10.94,3.72,0.0
20160220:2309,0.0,0.0,0.0,10.85,3.74,0.0
20160221:0009,0.0,0.0,0.0,10.76,3.77,0.0
20160221:0109,0.0,0.0,0.0,10.37,3.76,0.0
20160221:0209,0.0,0.0,0.0,9.98,3.75,0.0
20160221:0309,0.0,0.0,0.0,9.59,3.74,0.0
20160221:0409,0.0,0.0,0.0,10.21,4.31,0.0
20160221:0509,15.53,82.63,9.63,10.82,4.88,0.0
20160221:0609,56.49,237.51,21.14,11.44,5.45,0.0
20160221:0709,17.9,87.56,31.51,12.59,6.06,0.0
20160221:0809,35.43,157.03,39.96,13.74,6.67,0.0
20160221:0909,197.47,799.14,45.34,14.88,7.28,0.0
20160221:1009,16.78,83.75,46.48,14.81,7.45,0.0
20160221:1109,84.42,347.06,43.07,14.73,7.61,0.0
20160221:1209,168.6,676.27,35.96,14.66,7.78,0.0
20160221:1309,152.38,608.22,26.41,14.09,7.85,0.0
20160221:1409,85.71,352.11,15.38,13.52,7.92,0.0
20160221:1509,2.25,20.52,3.49,12.95,7.99,0.0
20160221:1609,0.0,0.0,0.0,12.09,7.71,0.0
20160221:1709,0.0,0.0,0.0,11.22,7.43,0.0
20160221:1809,0.0,0.0,0.0,10.35,7.14,0.0
20160221:1909,0.0,0.0,0.0,9.96,6.93,0.0
20160221:2009,0.0,0.0,0.0,9.58,6.72,0.0
20160221:2109,0.0,0.0,0.0,9.19,6.51,0.0
20160221:2209,0.0,0.0,0.0,9.37,6.1,0.0
20160221:2309,0.0,0.0,0.0,9.56,5.68,0.0
20160222:0009,0.0,0.0,0.0,9.74,5.27,0.0
20160222:0109,0.0,0.0,0.0,9.53,4.76,0.0
20160222:0209,0.0,0.0,0.0,9.32,4.26,0.0
20160222:0309,0.0,0.0,0.0,9.1,3.75,0.0
20160222:0409,0.0,0.0,0.0,9.81,3.56,0.0
20160222:0509,15.36,81.52,9.87,10.51,3.37,0.0
20160222:0609,24.79,114.57,21.4,11.22,3.19,0.0
20160222:0709,71.75,296.47,31.8,12.1,3.45,0.0
20160222:0809,120.05,487.82,40.29,12.98,3.72,0.0
20160222:0909,225.03,933.06,45.7,13.85,3.99,0.0
20160222:1009,235.79,979.61,46.84,13.94,4.33,0.0
20160222:1109,229.9,949.33,43.39,14.02,4.67,0.0
20160222:1209,16.81,83.75,36.24,14.11,5.01,0.0
20160222:1309,45.58,196.28,26.65,13.46,4.37,0.0
20160222:1409,7.99,46.63,15.59,12.81,3.73,0.0
20160222:1509,2.22,20.31,3.67,12.16,3.09,0.0
20160222:1609,0.0,0.0,0.0,11.43,2.98,0.0
20160222:1709,0.0,0.0,0.0,10.7,2.87,0.0
20160222:1809,0.0,0.0,0.0,9.97,2.76,0.0
20160222:1909,0.0,0.0,0.0,9.9,2.63,0.0
20160222:2009,0.0,0.0,0.0,9.82,2.49,0.0
20160222:2109,0.0,0.0,0.0,9.75,2.36,0.0
20160222:2209,0.0,0.0,0.0,9.77,2.51,0.0
20160222:2309,0.0,0.0,0.0,9.78,2.65,0.0
20160223:0009,0.0,0.0,0.0,9.8,2.8,0.0
20160223:0109,0.0,0.0,0.0,9.99,2.83,0.0
20160223:0209,0.0,0.0,0.0,10.18,2.86,0.0
20160223:0309,0.0,0.0,0.0,10.37,2.9,0.0
20160223:0409,0.0,0.0,0.0,11.12,2.54,0.0
20160223:0509,21.3,111.35,10.1,11.86,2.19,0.0
20160223:0609,83.57,350.14,21.66,12.6,1.83,0.0
20160223:0709,147.08,604.78,32.1,13.51,2.15,0.0
20160223:0809,191.71,799.91,40.62,14.42,2.46,0.0
20160223:0909,218.35,924.09,46.07,15.33,2.77,0.0
20160223:1009,228.34,969.09,47.21,15.61,3.08,0.0
20160223:1109,220.94,931.38,43.72,15.89,3.39,0.0
20160223:1209,194.05,806.66,36.52,16.17,3.7,0.0
20160223:1309,151.81,624.13,26.89,15.57,3.36,0.0
20160223:1409,91.62,383.36,15.79,14.98,3.02,0.0
20160223:1509,15.46,88.19,3.86,14.38,2.68,0.0
20160223:1609,0.0,0.0,0.0,13.74,2.51,0.0
20160223:1709,0.0,0.0,0.0,13.09,2.34,0.0
20160223:1809,0.0,0.0,0.0,12.44,2.18,0.0
20160223:1909,0.0,0.0,0.0,12.22,2.16,0.0
20160223:2009,0.0,0.0,0.0,11.99,2.14,0.0
20160223:2109,0.0,0.0,0.0,11.77,2.12,0.0
20160223:2209,0.0,0.0,0.0,11.68,2.15,0.0
20160223:2309,0.0,0.0,0.0,11.6,2.18,0.0
20160224:0009,0.0,0.0,0.0,11.51,2.21,0.0
20160224:0109,0.0,0.0,0.0,10.9,2.01,0.0
20160224:0209,0.0,0.0,0.0,10.29,1.81,0.0
20160224:0309,0.0,0.0,0.0,9.67,1.61,0.0
20160224:0409,0.0,0.0,0.0,10.33,1.76,0.0
20160224:0509,22.6,117.11,10.35,10.98,1.9,0.0
20160224:0609,89.99,374.3,21.93,11.63,2.04,0.0
20160224:0709,142.68,585.47,32.4,13.08,2.09,0.0
20160224:0809,186.12,779.01,40.96,14.53,2.13,0.0
20160224:0909,190.85,808.75,46.43,15.98,2.18,0.0
20160224:1009,223.57,965.14,47.57,16.48,2.16,0.0
20160224:1109,221.14,955.07,44.05,16.98,2.14,0.0
20160224:1209,195.62,834.71,36.8,17.48,2.12,0.0
20160224:1309,152.12,636.89,27.12,16.63,1.96,0.0
20160224:1409,92.2,389.78,16.0,15.79,1.8,0.0
20160224:1509,16.67,94.1,4.04,14.94,1.64,0.0
20160224:1609,0.0,0.0,0.0,13.93,1.73,0.0
20160224:1709,0.0,0.0,0.0,12.91,1.82,0.0
20160224:1809,0.0,0.0,0.0,11.89,1.9,0.0
20160224:1909,0.0,0.0,0.0,11.44,2.01,0.0
20160224:2009,0.0,0.0,0.0,11.0,2.11,0.0
20160224:2109,0.0,0.0,0.0,10.55,2.22,0.0
20160224:2209,0.0,0.0,0.0,10.33,2.29,0.0
20160224:2309,0.0,0.0,0.0,10.1,2.35,0.0
20160225:0009,0.0,0.0,0.0,9.88,2.41,0.0
20160225:0109,0.0,0.0,0.0,9.45,2.63,0.0
20160225:0209,0.0,0.0,0.0,9.02,2.84,0.0
20160225:0309,0.0,0.0,0.0,8.59,3.05,0.0
20160225:0409,0.0,0.0,0.0,9.24,3.12,0.0
20160225:0509,28.11,144.64,10.59,9.89,3.2,0.0
20160225:0609,95.99,394.26,22.2,10.54,3.27,0.0
20160225:0709,108.65,443.03,32.7,12.48,2.66,0.0
20160225:0809,194.57,817.15,41.3,14.42,2.06,0.0
20160225:0909,215.37,936.29,46.8,16.35,1.45,0.0
20160225:1009,223.37,981.48,47.94,16.73,1.34,0.0
20160225:1109,210.94,923.19,44.38,17.1,1.23,0.0
20160225:1209,178.69,769.48,37.08,17.48,1.12,0.0
20160225:1309,91.27,383.02,27.36,16.81,1.66,0.0
20160225:1409,59.86,257.3,16.2,16.15,2.21,0.0
20160225:1509,11.53,68.49,4.22,15.48,2.76,0.0
20160225:1609,0.0,0.0,0.0,14.41,2.84,0.0
20160225:1709,0.0,0.0,0.0,13.33,2.92,0.0
20160225:1809,0.0,0.0,0.0,12.25,3.01,0.0
20160225:1909,0.0,0.0,0.0,11.93,2.96,0.0
20160225:2009,0.0,0.0,0.0,11.62,2.91,0.0
20160225:2109,0.0,0.0,0.0,11.3,2.87,0.0
20160225:2209,0.0,0.0,0.0,11.17,2.8,0.0
20160225:2309,0.0,0.0,0.0,11.03,2.74,0.0
20160226:0009,0.0,0.0,0.0,10.9,2.68,0.0
20160226:0109,0.0,0.0,0.0,10.53,2.74,0.0
20160226:0209,0.0,0.0,0.0,10.16,2.8,0.0
20160226:0309,0.0,0.0,0.0,9.78,2.87,0.0
20160226:0409,0.0,0.0,0.0,10.42,3.17,0.0
20160226:0509,26.37,134.9,10.84,11.06,3.48,0.0
20160226:0609,92.61,381.64,22.47,11.7,3.78,0.0
20160226:0709,155.2,632.04,33.0,13.42,3.32,0.0
20160226:0809,195.33,815.08,41.64,15.14,2.87,0.0
20160226:0909,220.18,945.49,47.17,16.85,2.41,0.0
20160226:1009,226.55,992.23,48.31,17.18,1.7,0.0
20160226:1109,216.76,959.62,44.71,17.51,0.98,0.0
20160226:1209,189.83,839.64,37.36,17.84,0.26,0.0
20160226:1309,149.91,636.98,27.6,16.98,0.91,0.0
20160226:1409,95.55,405.07,16.4,16.12,1.56,0.0
20160226:1509,19.7,108.32,4.4,15.26,2.21,0.0
20160226:1609,0.0,0.0,0.0,14.26,2.32,0.0
20160226:1709,0.0,0.0,0.0,13.25,2.43,0.0
20160226:1809,0.0,0.0,0.0,12.25,2.54,0.0
20160226:1909,0.0,0.0,0.0,11.95,2.24,0.0
20160226:2009,0.0,0.0,0.0,11.65,1.94,0.0
20160226:2109,0.0,0.0,0.0,11.35,1.64,0.0
20160226:2209,0.0,0.0,0.0,11.33,1.54,0.0
20160226:2309,0.0,0.0,0.0,11.31,1.44,0.0
20160227:0009,0.0,0.0,0.0,11.29,1.34,0.0
20160227:0109,0.0,0.0,0.0,10.91,1.62,0.0
20160227:0209,0.0,0.0,0.0,10.54,1.9,0.0
20160227:0309,0.0,0.0,0.0,10.16,2.18,0.0
20160227:0409,0.0,0.0,0.0,10.87,2.11,0.0
20160227:0509,26.46,135.36,11.09,11.58,2.03,0.0
20160227:0609,77.55,324.43,22.75,12.29,1.96,0.0
20160227:0709,151.37,622.39,33.31,13.66,2.31,0.0
20160227:0809,196.73,822.92,41.99,15.03,2.66,0.0
20160227:0909,223.03,948.25,47.55,16.39,3.01,0.0
20160227:1009,230.65,980.48,48.68,16.49,3.41,0.0
20160227:1109,222.19,936.32,45.05,16.59,3.82,0.0
20160227:1209,154.29,632.81,37.64,16.7,4.22,0.0
20160227:1309,142.3,583.52,27.83,15.74,3.75,0.0
20160227:1409,54.11,232.03,16.61,14.78,3.28,0.0
20160227:1509,19.02,103.94,4.58,13.82,2.81,0.0
20160227:1609,0.0,0.0,0.0,12.98,2.59,0.0
20160227:1709,0.0,0.0,0.0,12.13,2.36,0.0
20160227:1809,0.0,0.0,0.0,11.29,2.14,0.0
20160227:1909,0.0,0.0,0.0,11.03,1.93,0.0
20160227:2009,0.0,0.0,0.0,10.77,1.71,0.0
20160227:2109,0.0,0.0,0.0,10.51,1.5,0.0
20160227:2209,0.0,0.0,0.0,10.45,1.18,0.0
20160227:2309,0.0,0.0,0.0,10.38,0.86,0.0
20160228:0009,0.0,0.0,0.0,10.32,0.54,0.0
20160228:0109,0.0,0.0,0.0,9.93,0.94,0.0
20160228:0209,0.0,0.0,0.0,9.54,1.35,0.0
20160228:0309,0.0,0.0,0.0,9.15,1.75,0.0
20160228:0409,0.0,0.0,0.0,9.81,1.64,0.0
20160228:0509,24.55,123.9,11.34,10.46,1.52,0.0
20160228:0609,90.56,376.63,23.02,11.11,1.41,0.0
20160228:0709,149.8,620.9,33.62,12.62,1.13,0.0
20160228:0809,188.21,803.82,42.34,14.14,0.86,0.0
20160228:0909,212.58,938.45,47.92,15.65,0.58,0.0
20160228:1009,225.58,989.97,49.05,16.1,1.31,0.0
20160228:1109,220.46,951.67,45.38,16.55,2.04,0.0
20160228:1209,146.94,610.36,37.92,17.01,2.77,0.0
20160228:1309,154.9,641.24,28.06,16.35,3.06,0.0
20160228:1409,96.35,403.33,16.81,15.69,3.34,0.0
20160228:1509,19.98,108.76,4.76,15.02,3.63,0.0
20160228:1609,0.0,0.0,0.0,14.1,3.55,0.0
20160228:1709,0.0,0.0,0.0,13.17,3.47,0.0
20160228:1809,0.0,0.0,0.0,12.24,3.39,0.0
20160228:1909,0.0,0.0,0.0,11.94,3.37,0.0
20160228:2009,0.0,0.0,0.0,11.64,3.34,0.0
20160228:2109,0.0,0.0,0.0,11.34,3.31,0.0
20160228:2209,0.0,0.0,0.0,11.13,3.44,0.0
20160228:2309,0.0,0.0,0.0,10.92,3.58,0.0
20160229:0009,0.0,0.0,0.0,10.71,3.71,0.0
20160229:0109,0.0,0.0,0.0,10.38,3.87,0.0
20160229:0209,0.0,0.0,0.0,10.05,4.03,0.0
20160229:0309,0.0,0.0,0.0,9.71,4.19,0.0
20160229:0409,0.0,0.0,0.0,10.47,4.47,0.0
20160229:0509,28.75,144.4,11.34,11.22,4.74,0.0
20160229:0609,98.28,402.92,23.02,11.97,5.02,0.0
20160229:0709,160.43,650.13,33.62,14.13,4.68,0.0
20160229:0809,201.1,833.43,42.34,16.29,4.33,0.0
20160229:0909,225.47,958.77,47.92,18.45,3.99,0.0
20160229:1009,235.16,1010.83,49.05,18.91,3.71,0.0
20160229:1109,225.9,971.89,45.38,19.36,3.44,0.0
20160229:1209,177.67,745.42,37.92,19.82,3.17,0.0
20160229:1309,157.82,663.51,28.06,19.27,3.04,0.0
20160229:1409,100.41,427.14,16.81,18.72,2.91,0.0
20160229:1509,24.17,130.64,4.76,18.16,2.79,0.0
20160229:1609,0.0,0.0,0.0,17.07,3.08,0.0
20160229:1709,0.0,0.0,0.0,15.98,3.37,0.0
20160229:1809,0.0,0.0,0.0,14.89,3.66,0.0
20160229:1909,0.0,0.0,0.0,14.36,4.0,0.0
20160229:2009,0.0,0.0,0.0,13.83,4.35,0.0
20160229:2109,0.0,0.0,0.0,13.3,4.7,0.0
20160229:2209,0.0,0.0,0.0,13.12,4.95,0.0
20160229:2309,0.0,0.0,0.0,12.93,5.19,0.0
20160301:0009,0.0,0.0,0.0,12.75,5.43,0.0
20160301:0109,0.0,0.0,0.0,13.2,5.37,0.0
20160301:0209,0.0,0.0,0.0,13.65,5.3,0.0
20160301:0309,0.0,0.0,0.0,14.1,5.23,0.0
20160301:0409,0.0,0.0,0.0,15.14,5.57,0.0
20160301:0509,28.86,149.16,11.6,16.18,5.92,0.0
20160301:0609,96.72,404.8,23.3,17.22,6.26,0.0
20160301:0709,156.78,645.87,33.94,19.25,6.32,0.0
20160301:0809,201.46,843.96,42.69,21.28,6.37,0.0
20160301:0909,228.68,976.99,48.3,23.31,6.43,0.0
20160301:1009,236.75,1021.5,49.43,23.73,5.98,0.0
20160301:1109,226.8,979.54,45.71,24.15,5.54,0.0
20160301:1209,198.44,852.49,38.2,24.57,5.09,0.0
20160301:1309,154.2,656.69,28.3,23.93,4.39,0.0
20160301:1409,92.21,399.81,17.0,23.28,3.68,0.0
20160301:1509,18.34,104.66,4.94,22.64,2.98,0.0
20160301:1609,0.0,0.0,0.0,21.3,3.24,0.0
20160301:1709,0.0,0.0,0.0,19.96,3.5,0.0
20160301:1809,0.0,0.0,0.0,18.62,3.77,0.0
20160301:1909,0.0,0.0,0.0,17.94,4.23,0.0
20160301:2009,0.0,0.0,0.0,17.25,4.7,0.0
20160301:2109,0.0,0.0,0.0,16.57,5.17,0.0
20160301:2209,0.0,0.0,0.0,16.37,5.42,0.0
20160301:2309,0.0,0.0,0.0,16.16,5.66,0.0
20160302:0009,0.0,0.0,0.0,15.96,5.9,0.0
20160302:0109,0.0,0.0,0.0,15.58,5.97,0.0
20160302:0209,0.0,0.0,0.0,15.2,6.04,0.0
20160302:0309,0.0,0.0,0.0,14.82,6.11,0.0
20160302:0409,0.0,0.0,0.0,15.72,6.47,0.0
20160302:0509,23.82,119.37,11.86,16.62,6.83,0.0
20160302:0609,76.22,321.43,23.59,17.53,7.19,0.0
20160302:0709,144.87,594.95,34.25,19.52,7.27,0.0
20160302:0809,160.41,667.03,43.04,21.51,7.35,0.0
20160302:0909,136.56,575.37,48.68,23.51,7.43,0.0
20160302:1009,131.18,555.71,49.8,24.09,7.16,0.0
20160302:1109,123.23,524.01,46.04,24.67,6.88,0.0
20160302:1209,71.69,312.53,38.48,25.25,6.61,0.0
20160302:1309,36.54,168.35,28.53,23.96,6.22,0.0
20160302:1409,12.11,66.62,17.2,22.67,5.83,0.0
20160302:1509,2.45,22.02,5.11,21.38,5.45,0.0
20160302:1609,0.0,0.0,0.0,20.09,5.48,0.0
20160302:1709,0.0,0.0,0.0,18.79,5.5,0.0
20160302:1809,0.0,0.0,0.0,17.5,5.53,0.0
20160302:1909,0.0,0.0,0.0,16.78,5.06,0.0
20160302:2009,0.0,0.0,0.0,16.05,4.58,0.0
20160302:2109,0.0,0.0,0.0,15.33,4.11,0.0
20160302:2209,0.0,0.0,0.0,14.81,4.11,0.0
20160302:2309,0.0,0.0,0.0,14.29,4.11,0.0
20160303:0009,0.0,0.0,0.0,13.77,4.11,0.0
20160303:0109,0.0,0.0,0.0,13.42,4.26,0.0
20160303:0209,0.0,0.0,0.0,13.08,4.4,0.0
20160303:0309,0.0,0.0,0.0,12.74,4.55,0.0
20160303:0409,0.0,0.0,0.0,13.72,3.77,0.0
20160303:0509,8.27,51.69,12.13,14.7,3.0,0.0
20160303:0609,85.01,359.43,23.87,15.68,2.22,0.0
20160303:0709,146.83,606.95,34.57,16.44,3.32,0.0
20160303:0809,199.93,832.57,43.4,17.2,4.42,0.0
20160303:0909,234.29,982.16,49.07,17.96,5.52,0.0
20160303:1009,225.85,944.68,50.18,17.81,5.46,0.0
20160303:1109,216.78,903.84,46.37,17.67,5.41,0.0
20160303:1209,200.68,831.14,38.75,17.52,5.35,0.0
20160303:1309,150.05,616.71,28.76,16.76,4.67,0.0
20160303:1409,90.52,378.93,17.4,16.01,3.98,0.0
20160303:1509,19.29,104.95,5.29,15.25,3.3,0.0
20160303:1609,0.0,0.0,0.0,14.34,2.96,0.0
20160303:1709,0.0,0.0,0.0,13.44,2.63,0.0
20160303:1809,0.0,0.0,0.0,12.53,2.29,0.0
20160303:1909,0.0,0.0,0.0,12.31,2.37,0.0
20160303:2009,0.0,0.0,0.0,12.08,2.46,0.0
20160303:2109,0.0,0.0,0.0,11.86,2.54,0.0
20160303:2209,0.0,0.0,0.0,11.89,2.57,0.0
20160303:2309,0.0,0.0,0.0,11.91,2.59,0.0
20160304:0009,0.0,0.0,0.0,11.94,2.62,0.0
20160304:0109,0.0,0.0,0.0,11.3,2.32,0.0
20160304:0209,0.0,0.0,0.0,10.67,2.01,0.0
20160304:0309,0.0,0.0,0.0,10.04,1.71,0.0
20160304:0409,0.0,0.0,0.0,11.2,2.13,0.0
20160304:0509,8.93,51.86,12.39,12.36,2.55,0.0
20160304:0609,91.8,382.15,24.16,13.52,2.97,0.0
20160304:0709,156.62,642.47,34.89,14.79,3.41,0.0
20160304:0809,167.23,694.04,43.75,16.07,3.86,0.0
20160304:0909,225.4,951.52,49.45,17.35,4.3,0.0
20160304:1009,229.3,968.4,50.56,17.58,4.67,0.0
20160304:1109,230.64,971.47,46.71,17.81,5.03,0.0
20160304:1209,190.12,786.7,39.03,18.04,5.39,0.0
20160304:1309,156.48,642.14,28.98,17.37,5.18,0.0
20160304:1409,91.67,383.49,17.59,16.71,4.97,0.0
20160304:1509,19.94,108.27,5.46,16.04,4.76,0.0
20160304:1609,0.0,0.0,0.0,15.02,4.31,0.0
20160304:1709,0.0,0.0,0.0,14.0,3.86,0.0
20160304:1809,0.0,0.0,0.0,12.98,3.41,0.0
20160304:1909,0.0,0.0,0.0,12.65,3.26,0.0
20160304:2009,0.0,0.0,0.0,12.31,3.12,0.0
20160304:2109,0.0,0.0,0.0,11.98,2.98,0.0
20160304:2209,0.0,0.0,0.0,11.84,2.93,0.0
20160304:2309,0.0,0.0,0.0,11.69,2.89,0.0
20160305:0009,0.0,0.0,0.0,11.55,2.84,0.0
20160305:0109,0.0,0.0,0.0,11.23,2.9,0.0
20160305:0209,0.0,0.0,0.0,10.91,2.96,0.0
20160305:0309,0.0,0.0,0.0,10.6,3.02,0.0
20160305:0409,0.0,0.0,0.0,11.74,3.53,0.0
20160305:0509,32.33,161.99,12.66,12.88,4.04,0.0
20160305:0609,99.8,412.84,24.45,14.02,4.55,0.0
20160305:0709,158.51,646.63,35.21,15.6,4.88,0.0
20160305:0809,165.23,678.94,44.11,17.18,5.2,0.0
20160305:0909,103.24,429.77,49.84,18.77,5.53,0.0
20160305:1009,221.17,930.63,50.93,18.92,6.14,0.0
20160305:1109,226.01,944.06,47.04,19.08,6.74,0.0
20160305:1209,113.87,474.34,39.3,19.24,7.35,0.0
20160305:1309,159.08,650.23,29.21,18.21,7.05,0.0
20160305:1409,97.04,404.23,17.78,17.19,6.74,0.0
20160305:1509,22.05,118.06,5.63,16.16,6.44,0.0
20160305:1609,0.0,0.0,0.0,14.97,5.39,0.0
20160305:1709,0.0,0.0,0.0,13.79,4.34,0.0
20160305:1809,0.0,0.0,0.0,12.6,3.3,0.0
20160305:1909,0.0,0.0,0.0,12.27,3.23,0.0
20160305:2009,0.0,0.0,0.0,11.93,3.17,0.0
20160305:2109,0.0,0.0,0.0,11.6,3.1,0.0
20160305:2209,0.0,0.0,0.0,11.53,2.89,0.0
20160305:2309,0.0,0.0,0.0,11.45,2.68,0.0
20160306:0009,0.0,0.0,0.0,11.38,2.47,0.0
20160306:0109,0.0,0.0,0.0,10.7,1.83,0.0
20160306:0209,0.0,0.0,0.0,10.03,1.19,0.0
20160306:0309,0.0,0.0,0.0,9.36,0.55,0.0
20160306:0409,0.0,0.0,0.0,10.2,0.74,0.0
20160306:0509,34.36,170.15,12.93,11.04,0.93,0.0
20160306:0609,97.29,405.95,24.74,11.89,1.12,0.0
20160306:0709,159.91,668.23,35.53,13.01,1.0,0.0
20160306:0809,195.6,838.71,44.47,14.13,0.89,0.0
20160306:0909,215.51,947.77,50.23,15.25,0.77,0.0
20160306:1009,217.85,955.52,51.31,15.49,1.12,0.0
20160306:1109,223.51,973.4,47.37,15.74,1.47,0.0
20160306:1209,192.3,818.13,39.58,15.98,1.82,0.0
20160306:1309,138.37,572.65,29.43,15.57,2.42,0.0
20160306:1409,58.21,248.86,17.97,15.17,3.03,0.0
20160306:1509,11.05,62.98,5.8,14.76,3.63,0.0
20160306:1609,0.0,0.0,0.0,13.72,3.71,0.0
20160306:1709,0.0,0.0,0.0,12.67,3.79,0.0
20160306:1809,0.0,0.0,0.0,11.63,3.88,0.0
20160306:1909,0.0,0.0,0.0,11.36,3.68,0.0
20160306:2009,0.0,0.0,0.0,11.1,3.48,0.0
20160306:2109,0.0,0.0,0.0,10.83,3.28,0.0
20160306:2209,0.0,0.0,0.0,10.8,3.26,0.0
20160306:2309,0.0,0.0,0.0,10.76,3.24,0.0
20160307:0009,0.0,0.0,0.0,10.73,3.21,0.0
20160307:0109,0.0,0.0,0.0,10.4,3.55,0.0
20160307:0209,0.0,0.0,0.0,10.08,3.89,0.0
20160307:0309,0.0,0.0,0.0,9.76,4.22,0.0
20160307:0409,0.0,0.0,0.0,10.78,4.51,0.0
20160307:0509,35.95,178.52,13.2,11.8,4.81,0.0
20160307:0609,106.63,437.01,25.04,12.82,5.1,0.0
20160307:0709,166.37,677.09,35.86,14.82,4.68,0.0
20160307:0809,209.2,872.41,44.84,16.83,4.26,0.0
20160307:0909,227.15,972.18,50.62,18.84,3.83,0.0
20160307:1009,238.66,1036.47,51.7,19.16,3.27,0.0
20160307:1109,228.74,997.27,47.7,19.49,2.71,0.0
20160307:1209,200.26,867.84,39.85,19.81,2.15,0.0
20160307:1309,158.84,672.74,29.66,19.25,2.37,0.0
20160307:1409,97.36,414.85,18.16,18.68,2.58,0.0
20160307:1509,27.21,142.64,5.97,18.12,2.8,0.0
20160307:1609,0.0,0.0,0.0,16.84,3.12,0.0
20160307:1709,0.0,0.0,0.0,15.57,3.43,0.0
20160307:1809,0.0,0.0,0.0,14.29,3.75,0.0
20160307:1909,0.0,0.0,0.0,13.87,3.73,0.0
20160307:2009,0.0,0.0,0.0,13.45,3.71,0.0
20160307:2109,0.0,0.0,0.0,13.03,3.7,0.0
20160307:2209,0.0,0.0,0.0,12.78,3.8,0.0
20160307:2309,0.0,0.0,0.0,12.53,3.9,0.0
20160308:0009,0.0,0.0,0.0,12.28,4.0,0.0
20160308:0109,0.0,0.0,0.0,11.99,4.05,0.0
20160308:0209,0.0,0.0,0.0,11.71,4.1,0.0
