time,P,G(i),H_sun,T2m,WS10m,Int
20160716:0909,211.16,956.08,76.01,29.58,3.31,0.0
20160716:1009,219.78,992.03,77.45,29.36,3.8,0.0
20160716:1109,212.99,951.12,68.24,29.13,4.29,0.0
20160716:1209,192.11,844.87,56.26,28.91,4.77,0.0
20160716:1309,154.64,673.36,43.73,28.28,4.57,0.0
20160716:1409,104.25,461.5,31.15,27.65,4.38,0.0
20160716:1509,45.6,233.73,18.75,27.01,4.18,0.0
20160716:1609,4.94,37.6,6.73,26.04,3.55,0.0
20160716:1709,0.0,0.0,0.0,25.07,2.93,0.0
20160716:1809,0.0,0.0,0.0,24.09,2.3,0.0
20160716:1909,0.0,0.0,0.0,23.71,2.13,0.0
20160716:2009,0.0,0.0,0.0,23.33,1.95,0.0
20160716:2109,0.0,0.0,0.0,22.95,1.78,0.0
20160716:2209,0.0,0.0,0.0,22.95,1.81,0.0
20160716:2309,0.0,0.0,0.0,22.94,1.83,0.0
20160717:0009,0.0,0.0,0.0,22.94,1.86,0.0
20160717:0109,0.0,0.0,0.0,22.76,1.73,0.0
20160717:0209,0.0,0.0,0.0,22.58,1.6,0.0
20160717:0309,0.0,1.83,4.11,22.4,1.46,0.0
20160717:0409,2.65,22.84,16.03,23.75,1.83,0.0
20160717:0509,33.64,158.93,28.37,25.1,2.19,0.0
20160717:0609,94.17,416.08,40.93,26.45,2.55,0.0
20160717:0709,152.83,671.57,53.5,27.4,2.96,0.0
20160717:0809,175.01,776.78,65.67,28.36,3.36,0.0
20160717:0909,187.41,838.29,75.86,29.31,3.77,0.0
20160717:1009,214.21,961.63,77.3,29.13,4.06,0.0
20160717:1109,211.27,941.7,68.16,28.96,4.34,0.0
20160717:1209,189.26,832.55,56.21,28.78,4.63,0.0
20160717:1309,152.27,664.25,43.68,28.22,4.28,0.0
20160717:1409,98.06,434.84,31.09,27.66,3.93,0.0
20160717:1509,42.19,209.48,18.69,27.09,3.57,0.0
20160717:1609,5.87,41.48,6.66,26.18,3.0,0.0
20160717:1709,0.0,0.0,0.0,25.27,2.43,0.0
20160717:1809,0.0,0.0,0.0,24.36,1.86,0.0
20160717:1909,0.0,0.0,0.0,24.05,1.94,0.0
20160717:2009,0.0,0.0,0.0,23.74,2.03,0.0
20160717:2109,0.0,0.0,0.0,23.43,2.11,0.0
20160717:2209,0.0,0.0,0.0,23.45,2.19,0.0
20160717:2309,0.0,0.0,0.0,23.48,2.28,0.0
20160718:0009,0.0,0.0,0.0,23.5,2.36,0.0
20160718:0109,0.0,0.0,0.0,23.26,2.14,0.0
20160718:0209,0.0,0.0,0.0,23.03,1.92,0.0
20160718:0309,1.36,15.55,4.0,22.79,1.7,0.0
20160718:0409,19.3,101.14,15.93,24.08,1.97,0.0
20160718:0509,49.1,227.31,28.28,25.37,2.25,0.0
20160718:0609,102.97,455.13,40.84,26.65,2.52,0.0
20160718:0709,145.6,640.7,53.41,27.59,2.9,0.0
20160718:0809,187.66,836.0,65.56,28.53,3.28,0.0
20160718:0909,212.46,957.69,75.71,29.47,3.66,0.0
20160718:1009,221.25,993.74,77.15,29.23,4.21,0.0
20160718:1109,214.46,952.86,68.08,28.99,4.76,0.0
20160718:1209,192.33,841.72,56.14,28.75,5.31,0.0
20160718:1309,155.41,675.0,43.62,28.19,4.91,0.0
20160718:1409,104.46,461.96,31.03,27.62,4.5,0.0
20160718:1509,45.85,235.58,18.62,27.05,4.1,0.0
20160718:1609,4.33,34.95,6.58,26.08,3.37,0.0
20160718:1709,0.0,0.0,0.0,25.1,2.64,0.0
20160718:1809,0.0,0.0,0.0,24.12,1.92,0.0
20160718:1909,0.0,0.0,0.0,23.72,1.98,0.0
20160718:2009,0.0,0.0,0.0,23.32,2.04,0.0
20160718:2109,0.0,0.0,0.0,22.92,2.1,0.0
20160718:2209,0.0,0.0,0.0,22.91,2.26,0.0
20160718:2309,0.0,0.0,0.0,22.89,2.43,0.0
20160719:0009,0.0,0.0,0.0,22.88,2.59,0.0
20160719:0109,0.0,0.0,0.0,22.6,2.37,0.0
20160719:0209,0.0,0.0,0.0,22.31,2.15,0.0
20160719:0309,0.0,2.74,3.89,22.03,1.93,0.0
20160719:0409,13.56,86.98,15.83,23.24,2.08,0.0
20160719:0509,57.24,277.23,28.18,24.45,2.23,0.0
20160719:0609,105.34,463.68,40.75,25.65,2.39,0.0
20160719:0709,160.99,706.03,53.31,26.62,2.74,0.0
20160719:0809,193.65,861.0,65.44,27.6,3.1,0.0
20160719:0909,175.32,781.47,75.55,28.57,3.46,0.0
20160719:1009,220.08,989.41,76.99,28.55,3.8,0.0
20160719:1109,212.7,948.4,67.98,28.53,4.13,0.0
20160719:1209,150.23,658.5,56.08,28.51,4.47,0.0
20160719:1309,146.32,637.53,43.56,27.93,4.25,0.0
20160719:1409,96.26,425.93,30.97,27.35,4.03,0.0
20160719:1509,43.45,216.88,18.55,26.76,3.81,0.0
20160719:1609,6.05,42.08,6.5,25.78,3.12,0.0
20160719:1709,0.0,0.0,0.0,24.8,2.43,0.0
20160719:1809,0.0,0.0,0.0,23.82,1.74,0.0
20160719:1909,0.0,0.0,0.0,23.44,1.79,0.0
20160719:2009,0.0,0.0,0.0,23.05,1.85,0.0
20160719:2109,0.0,0.0,0.0,22.67,1.9,0.0
20160719:2209,0.0,0.0,0.0,22.72,1.87,0.0
20160719:2309,0.0,0.0,0.0,22.77,1.84,0.0
20160720:0009,0.0,0.0,0.0,22.82,1.81,0.0
20160720:0109,0.0,0.0,0.0,22.6,1.83,0.0
20160720:0209,0.0,0.0,0.0,22.37,1.85,0.0
20160720:0309,1.37,15.55,3.77,22.15,1.88,0.0
20160720:0409,10.8,78.25,15.72,23.53,2.09,0.0
20160720:0509,56.97,276.19,28.08,24.91,2.3,0.0
20160720:0609,113.4,500.35,40.65,26.28,2.51,0.0
20160720:0709,159.95,703.38,53.21,27.3,2.81,0.0
20160720:0809,193.06,861.37,65.33,28.32,3.12,0.0
20160720:0909,213.14,963.05,75.39,29.34,3.42,0.0
20160720:1009,220.47,995.67,76.83,29.2,3.72,0.0
20160720:1109,209.87,938.98,67.89,29.07,4.03,0.0
20160720:1209,188.9,833.7,56.0,28.93,4.33,0.0
20160720:1309,148.24,647.67,43.49,28.37,4.16,0.0
20160720:1409,101.72,451.17,30.9,27.81,3.98,0.0
20160720:1509,45.22,230.91,18.48,27.25,3.81,0.0
20160720:1609,5.23,38.69,6.42,26.29,3.09,0.0
20160720:1709,0.0,0.0,0.0,25.33,2.36,0.0
20160720:1809,0.0,0.0,0.0,24.36,1.64,0.0
20160720:1909,0.0,0.0,0.0,24.01,1.66,0.0
20160720:2009,0.0,0.0,0.0,23.66,1.69,0.0
20160720:2109,0.0,0.0,0.0,23.31,1.71,0.0
20160720:2209,0.0,0.0,0.0,23.32,1.76,0.0
20160720:2309,0.0,0.0,0.0,23.33,1.81,0.0
20160721:0009,0.0,0.0,0.0,23.34,1.86,0.0
20160721:0109,0.0,0.0,0.0,23.17,2.11,0.0
20160721:0209,0.0,0.0,0.0,22.99,2.36,0.0
20160721:0309,1.21,14.63,3.66,22.82,2.61,0.0
20160721:0409,9.45,73.71,15.62,24.16,2.68,0.0
20160721:0509,56.69,274.91,27.99,25.5,2.75,0.0
20160721:0609,110.82,489.17,40.56,26.83,2.83,0.0
20160721:0709,160.19,703.77,53.11,27.9,3.23,0.0
20160721:0809,193.61,861.79,65.21,28.96,3.64,0.0
20160721:0909,209.85,944.08,75.22,30.03,4.04,0.0
20160721:1009,214.73,965.04,76.66,29.84,4.33,0.0
20160721:1109,210.57,939.46,67.78,29.65,4.62,0.0
20160721:1209,188.49,830.2,55.93,29.46,4.91,0.0
20160721:1309,146.54,641.03,43.42,29.02,4.47,0.0
20160721:1409,101.43,451.43,30.83,28.58,4.03,0.0
20160721:1509,44.61,228.29,18.4,28.14,3.59,0.0
20160721:1609,4.74,36.62,6.33,27.07,2.97,0.0
20160721:1709,0.0,0.0,0.0,26.0,2.36,0.0
20160721:1809,0.0,0.0,0.0,24.92,1.75,0.0
20160721:1909,0.0,0.0,0.0,24.41,1.59,0.0
20160721:2009,0.0,0.0,0.0,23.9,1.43,0.0
20160721:2109,0.0,0.0,0.0,23.39,1.27,0.0
20160721:2209,0.0,0.0,0.0,23.25,1.09,0.0
20160721:2309,0.0,0.0,0.0,23.1,0.91,0.0
20160722:0009,0.0,0.0,0.0,22.96,0.73,0.0
20160722:0109,0.0,0.0,0.0,22.63,0.87,0.0
20160722:0209,0.0,0.0,0.0,22.31,1.01,0.0
20160722:0309,1.07,13.72,3.54,21.98,1.14,0.0
20160722:0409,15.5,92.11,15.51,23.3,0.85,0.0
20160722:0509,56.28,276.57,27.89,24.63,0.56,0.0
20160722:0609,110.99,499.96,40.46,25.95,0.26,0.0
20160722:0709,157.3,706.17,53.01,27.03,1.05,0.0
20160722:0809,191.04,866.54,65.09,28.11,1.83,0.0
20160722:0909,211.43,965.09,75.05,29.19,2.62,0.0
20160722:1009,219.46,996.76,76.48,28.99,3.19,0.0
20160722:1109,213.15,955.93,67.67,28.79,3.76,0.0
20160722:1209,189.64,835.73,55.84,28.59,4.33,0.0
20160722:1309,154.22,672.89,43.35,27.89,3.99,0.0
20160722:1409,96.88,428.94,30.75,27.18,3.64,0.0
20160722:1509,45.69,233.93,18.31,26.47,3.3,0.0
20160722:1609,4.75,36.5,6.23,25.38,2.79,0.0
20160722:1709,0.0,0.0,0.0,24.29,2.29,0.0
20160722:1809,0.0,0.0,0.0,23.19,1.78,0.0
20160722:1909,0.0,0.0,0.0,22.76,1.83,0.0
20160722:2009,0.0,0.0,0.0,22.34,1.88,0.0
20160722:2109,0.0,0.0,0.0,21.91,1.93,0.0
20160722:2209,0.0,0.0,0.0,21.9,1.76,0.0
20160722:2309,0.0,0.0,0.0,21.9,1.59,0.0
20160723:0009,0.0,0.0,0.0,21.89,1.42,0.0
20160723:0109,0.0,0.0,0.0,21.85,1.3,0.0
20160723:0209,0.0,0.0,0.0,21.81,1.18,0.0
20160723:0309,0.06,6.4,3.42,21.77,1.06,0.0
20160723:0409,14.82,89.66,15.4,23.09,1.13,0.0
20160723:0509,56.18,270.21,27.79,24.41,1.19,0.0
20160723:0609,110.28,490.28,40.37,25.72,1.26,0.0
20160723:0709,156.83,694.67,52.91,26.79,1.92,0.0
20160723:0809,189.92,850.73,64.96,27.85,2.58,0.0
20160723:0909,210.5,950.71,74.87,28.92,3.24,0.0
20160723:1009,219.29,987.68,76.3,28.86,3.78,0.0
20160723:1109,212.38,946.6,67.55,28.79,4.32,0.0
20160723:1209,191.35,840.29,55.75,28.73,4.86,0.0
20160723:1309,154.34,670.52,43.27,28.12,4.82,0.0
20160723:1409,103.48,456.52,30.67,27.51,4.78,0.0
20160723:1509,45.31,230.8,18.23,26.9,4.74,0.0
20160723:1609,4.85,36.82,6.13,25.95,3.78,0.0
20160723:1709,0.0,0.0,0.0,24.99,2.82,0.0
20160723:1809,0.0,0.0,0.0,24.03,1.86,0.0
20160723:1909,0.0,0.0,0.0,23.68,1.85,0.0
20160723:2009,0.0,0.0,0.0,23.34,1.84,0.0
20160723:2109,0.0,0.0,0.0,22.99,1.83,0.0
20160723:2209,0.0,0.0,0.0,23.04,1.88,0.0
20160723:2309,0.0,0.0,0.0,23.09,1.92,0.0
20160724:0009,0.0,0.0,0.0,23.14,1.96,0.0
20160724:0109,0.0,0.0,0.0,23.07,1.99,0.0
20160724:0209,0.0,0.0,0.0,23.0,2.01,0.0
20160724:0309,0.06,6.4,3.3,22.93,2.04,0.0
20160724:0409,17.49,92.59,15.3,24.25,2.11,0.0
20160724:0509,54.96,260.09,27.69,25.58,2.19,0.0
20160724:0609,109.33,484.61,40.27,26.9,2.26,0.0
20160724:0709,154.36,681.97,52.81,27.9,2.64,0.0
20160724:0809,189.86,850.24,64.84,28.91,3.03,0.0
20160724:0909,209.99,951.29,74.69,29.91,3.41,0.0
20160724:1009,218.77,988.31,76.11,29.75,3.92,0.0
20160724:1109,211.9,947.23,67.43,29.6,4.44,0.0
20160724:1209,190.95,840.92,55.66,29.44,4.95,0.0
20160724:1309,152.86,667.11,43.18,28.87,4.68,0.0
20160724:1409,101.78,451.42,30.58,28.3,4.41,0.0
20160724:1509,44.44,226.28,18.13,27.72,4.14,0.0
20160724:1609,4.74,36.2,6.03,26.72,3.34,0.0
20160724:1709,0.0,0.0,0.0,25.72,2.55,0.0
20160724:1809,0.0,0.0,0.0,24.72,1.75,0.0
20160724:1909,0.0,0.0,0.0,24.33,1.57,0.0
20160724:2009,0.0,0.0,0.0,23.95,1.39,0.0
20160724:2109,0.0,0.0,0.0,23.56,1.21,0.0
20160724:2209,0.0,0.0,0.0,23.51,1.33,0.0
20160724:2309,0.0,0.0,0.0,23.46,1.45,0.0
20160725:0009,0.0,0.0,0.0,23.41,1.57,0.0
20160725:0109,0.0,0.0,0.0,23.31,1.72,0.0
20160725:0209,0.0,0.0,0.0,23.2,1.87,0.0
20160725:0309,0.52,10.06,3.18,23.1,2.01,0.0
20160725:0409,10.35,75.63,15.19,24.49,2.06,0.0
20160725:0509,56.0,273.68,27.58,25.89,2.11,0.0
20160725:0609,111.93,497.52,40.17,27.28,2.15,0.0
20160725:0709,159.35,707.66,52.7,28.34,2.38,0.0
20160725:0809,191.32,863.94,64.71,29.41,2.6,0.0
20160725:0909,210.09,962.31,74.51,30.47,2.83,0.0
20160725:1009,218.8,999.8,75.91,30.31,3.27,0.0
20160725:1109,210.92,952.94,67.3,30.15,3.71,0.0
20160725:1209,190.4,846.64,55.56,29.99,4.15,0.0
20160725:1309,153.72,674.6,43.09,29.32,4.18,0.0
20160725:1409,102.62,456.36,30.49,28.65,4.21,0.0
20160725:1509,44.98,230.85,18.03,27.98,4.23,0.0
20160725:1609,4.54,35.25,5.92,26.92,3.43,0.0
20160725:1709,0.0,0.0,0.0,25.86,2.63,0.0
20160725:1809,0.0,0.0,0.0,24.8,1.82,0.0
20160725:1909,0.0,0.0,0.0,24.35,1.42,0.0
20160725:2009,0.0,0.0,0.0,23.89,1.02,0.0
20160725:2109,0.0,0.0,0.0,23.44,0.62,0.0
20160725:2209,0.0,0.0,0.0,23.33,0.95,0.0
20160725:2309,0.0,0.0,0.0,23.21,1.27,0.0
20160726:0009,0.0,0.0,0.0,23.1,1.6,0.0
20160726:0109,0.0,0.0,0.0,22.91,1.84,0.0
20160726:0209,0.0,0.0,0.0,22.72,2.08,0.0
20160726:0309,0.06,6.4,3.06,22.53,2.32,0.0
20160726:0409,15.4,82.02,15.08,23.85,2.27,0.0
20160726:0509,47.07,218.35,27.48,25.17,2.22,0.0
20160726:0609,96.89,429.0,40.07,26.48,2.17,0.0
20160726:0709,131.57,582.03,52.59,27.56,2.24,0.0
20160726:0809,172.17,773.99,64.58,28.65,2.31,0.0
20160726:0909,197.49,903.25,74.32,29.73,2.39,0.0
20160726:1009,217.43,995.66,75.71,29.69,2.87,0.0
20160726:1109,207.51,938.47,67.16,29.66,3.35,0.0
20160726:1209,189.24,842.29,55.45,29.62,3.83,0.0
20160726:1309,146.01,641.93,42.99,29.02,3.71,0.0
20160726:1409,98.14,437.15,30.39,28.42,3.59,0.0
20160726:1509,44.76,230.09,17.93,27.82,3.46,0.0
20160726:1609,4.51,35.04,5.8,26.79,2.76,0.0
20160726:1709,0.0,0.0,0.0,25.75,2.06,0.0
20160726:1809,0.0,0.0,0.0,24.71,1.37,0.0
20160726:1909,0.0,0.0,0.0,24.28,1.09,0.0
20160726:2009,0.0,0.0,0.0,23.85,0.81,0.0
20160726:2109,0.0,0.0,0.0,23.42,0.54,0.0
20160726:2209,0.0,0.0,0.0,23.35,0.84,0.0
20160726:2309,0.0,0.0,0.0,23.27,1.14,0.0
20160727:0009,0.0,0.0,0.0,23.2,1.43,0.0
20160727:0109,0.0,0.0,0.0,22.86,1.45,0.0
20160727:0209,0.0,0.0,0.0,22.53,1.46,0.0
20160727:0309,0.0,5.49,2.93,22.19,1.48,0.0
20160727:0409,16.93,89.73,14.96,23.5,1.61,0.0
20160727:0509,51.13,238.23,27.38,24.81,1.74,0.0
20160727:0609,88.64,392.95,39.97,26.11,1.88,0.0
20160727:0709,137.33,606.97,52.49,27.21,2.17,0.0
20160727:0809,176.68,792.07,64.45,28.3,2.47,0.0
20160727:0909,191.46,867.64,74.13,29.4,2.77,0.0
20160727:1009,211.14,958.34,75.5,29.34,3.21,0.0
20160727:1109,205.5,923.71,67.02,29.27,3.65,0.0
20160727:1209,182.02,805.68,55.34,29.21,4.08,0.0
20160727:1309,150.02,656.78,42.89,28.53,3.95,0.0
20160727:1409,93.14,413.31,30.29,27.84,3.83,0.0
20160727:1509,44.47,226.81,17.82,27.15,3.7,0.0
20160727:1609,2.91,26.52,5.68,26.15,3.03,0.0
20160727:1709,0.0,0.0,0.0,25.14,2.37,0.0
20160727:1809,0.0,0.0,0.0,24.13,1.71,0.0
20160727:1909,0.0,0.0,0.0,23.74,1.54,0.0
20160727:2009,0.0,0.0,0.0,23.35,1.36,0.0
20160727:2109,0.0,0.0,0.0,22.96,1.19,0.0
20160727:2209,0.0,0.0,0.0,22.91,1.05,0.0
20160727:2309,0.0,0.0,0.0,22.87,0.91,0.0
20160728:0009,0.0,0.0,0.0,22.82,0.77,0.0
20160728:0109,0.0,0.0,0.0,22.68,0.87,0.0
20160728:0209,0.0,0.0,0.0,22.54,0.97,0.0
20160728:0309,0.0,0.0,0.0,22.4,1.06,0.0
20160728:0409,15.75,83.99,14.85,23.7,1.14,0.0
20160728:0509,53.29,251.53,27.27,25.01,1.23,0.0
20160728:0609,103.98,462.97,39.86,26.31,1.31,0.0
20160728:0709,154.86,689.04,52.38,27.34,1.76,0.0
20160728:0809,190.76,861.59,64.31,28.36,2.2,0.0
20160728:0909,205.68,937.89,73.93,29.39,2.65,0.0
20160728:1009,219.29,997.28,75.29,29.29,3.24,0.0
20160728:1109,212.69,955.32,66.87,29.19,3.83,0.0
20160728:1209,191.07,843.85,55.23,29.09,4.41,0.0
20160728:1309,153.92,671.6,42.78,28.5,4.41,0.0
20160728:1409,102.99,455.81,30.19,27.91,4.41,0.0
20160728:1509,44.64,227.69,17.71,27.32,4.41,0.0
20160728:1609,2.97,26.71,5.55,26.35,3.73,0.0
20160728:1709,0.0,0.0,0.0,25.38,3.05,0.0
20160728:1809,0.0,0.0,0.0,24.41,2.37,0.0
20160728:1909,0.0,0.0,0.0,24.03,2.2,0.0
20160728:2009,0.0,0.0,0.0,23.66,2.03,0.0
20160728:2109,0.0,0.0,0.0,23.28,1.86,0.0
20160728:2209,0.0,0.0,0.0,23.27,1.69,0.0
20160728:2309,0.0,0.0,0.0,23.25,1.52,0.0
20160729:0009,0.0,0.0,0.0,23.24,1.35,0.0
20160729:0109,0.0,0.0,0.0,22.95,1.09,0.0
20160729:0209,0.0,0.0,0.0,22.67,0.83,0.0
20160729:0309,0.0,0.0,0.0,22.38,0.57,0.0
20160729:0409,17.23,93.58,14.74,23.68,0.52,0.0
20160729:0509,54.71,262.47,27.17,24.99,0.48,0.0
20160729:0609,106.4,478.3,39.76,26.29,0.44,0.0
20160729:0709,153.47,689.69,52.27,27.42,1.08,0.0
20160729:0809,186.53,848.91,64.17,28.54,1.71,0.0
20160729:0909,206.93,950.04,73.73,29.67,2.34,0.0
20160729:1009,214.99,981.09,75.07,29.59,3.01,0.0
20160729:1109,210.0,945.94,66.72,29.51,3.68,0.0
20160729:1209,188.54,834.32,55.1,29.43,4.34,0.0
20160729:1309,151.79,664.19,42.67,28.82,4.22,0.0
20160729:1409,101.54,450.64,30.07,28.2,4.1,0.0
20160729:1509,44.0,224.19,17.59,27.58,3.97,0.0
20160729:1609,3.1,27.16,5.42,26.62,3.46,0.0
20160729:1709,0.0,0.0,0.0,25.66,2.95,0.0
20160729:1809,0.0,0.0,0.0,24.69,2.44,0.0
20160729:1909,0.0,0.0,0.0,24.33,2.3,0.0
20160729:2009,0.0,0.0,0.0,23.96,2.16,0.0
20160729:2109,0.0,0.0,0.0,23.6,2.01,0.0
20160729:2209,0.0,0.0,0.0,23.64,1.89,0.0
20160729:2309,0.0,0.0,0.0,23.68,1.77,0.0
20160730:0009,0.0,0.0,0.0,23.72,1.66,0.0
20160730:0109,0.0,0.0,0.0,23.54,1.26,0.0
20160730:0209,0.0,0.0,0.0,23.35,0.87,0.0
20160730:0309,0.0,0.0,0.0,23.17,0.48,0.0
20160730:0409,16.16,91.08,14.63,24.48,0.6,0.0
20160730:0509,54.66,264.01,27.06,25.79,0.72,0.0
20160730:0609,108.12,485.78,39.66,27.09,0.84,0.0
20160730:0709,153.19,686.17,52.15,28.13,1.54,0.0
20160730:0809,186.63,845.14,64.03,29.17,2.25,0.0
20160730:0909,205.1,935.24,73.52,30.21,2.95,0.0
20160730:1009,217.39,988.03,74.84,30.03,3.55,0.0
20160730:1109,209.56,940.58,66.55,29.86,4.15,0.0
20160730:1209,187.0,825.7,54.97,29.68,4.74,0.0
20160730:1309,152.84,668.0,42.55,29.09,4.59,0.0
20160730:1409,101.02,448.25,29.96,28.5,4.44,0.0
20160730:1509,43.6,222.57,17.47,27.9,4.29,0.0
20160730:1609,3.35,28.23,5.29,26.96,3.62,0.0
20160730:1709,0.0,0.0,0.0,26.02,2.95,0.0
20160730:1809,0.0,0.0,0.0,25.07,2.28,0.0
20160730:1909,0.0,0.0,0.0,24.69,2.14,0.0
20160730:2009,0.0,0.0,0.0,24.3,2.01,0.0
20160730:2109,0.0,0.0,0.0,23.92,1.88,0.0
20160730:2209,0.0,0.0,0.0,23.88,1.73,0.0
20160730:2309,0.0,0.0,0.0,23.83,1.59,0.0
20160731:0009,0.0,0.0,0.0,23.79,1.45,0.0
20160731:0109,0.0,0.0,0.0,23.55,1.21,0.0
20160731:0209,0.0,0.0,0.0,23.3,0.97,0.0
20160731:0309,0.0,0.0,0.0,23.06,0.73,0.0
20160731:0409,16.31,91.0,14.51,24.31,0.75,0.0
20160731:0509,51.53,243.26,26.96,25.56,0.78,0.0
20160731:0609,99.02,443.99,39.55,26.81,0.8,0.0
20160731:0709,145.58,650.74,52.04,27.81,1.5,0.0
20160731:0809,180.58,815.44,63.89,28.8,2.2,0.0
20160731:0909,206.55,940.94,73.31,29.8,2.9,0.0
20160731:1009,216.68,982.84,74.61,29.56,3.49,0.0
20160731:1109,210.16,941.47,66.39,29.33,4.08,0.0
20160731:1209,189.73,836.02,54.84,29.09,4.68,0.0
20160731:1309,152.53,664.65,42.43,28.47,4.59,0.0
20160731:1409,101.27,447.79,29.84,27.84,4.5,0.0
20160731:1509,43.91,223.48,17.34,27.21,4.41,0.0
20160731:1609,2.89,25.75,5.15,26.28,3.89,0.0
20160731:1709,0.0,0.0,0.0,25.35,3.37,0.0
20160731:1809,0.0,0.0,0.0,24.41,2.86,0.0
20160731:1909,0.0,0.0,0.0,24.1,2.74,0.0
20160731:2009,0.0,0.0,0.0,23.79,2.63,0.0
20160731:2109,0.0,0.0,0.0,23.48,2.52,0.0
20160731:2209,0.0,0.0,0.0,23.53,2.56,0.0
20160731:2309,0.0,0.0,0.0,23.57,2.6,0.0
20160801:0009,0.0,0.0,0.0,23.62,2.63,0.0
20160801:0109,0.0,0.0,0.0,23.44,2.59,0.0
20160801:0209,0.0,0.0,0.0,23.26,2.55,0.0
20160801:0309,0.0,0.0,0.0,23.08,2.51,0.0
20160801:0409,16.4,88.93,14.4,24.46,2.0,0.0
20160801:0509,53.4,254.13,26.85,25.84,1.48,0.0
20160801:0609,107.52,482.59,39.45,27.21,0.97,0.0
20160801:0709,154.32,688.03,51.93,28.29,1.97,0.0
20160801:0809,189.67,852.01,63.75,29.38,2.98,0.0
20160801:0909,213.47,964.21,73.1,30.46,3.99,0.0
20160801:1009,222.47,1002.01,74.37,30.16,4.48,0.0
20160801:1109,215.41,960.11,66.21,29.85,4.97,0.0
20160801:1209,192.8,846.4,54.7,29.55,5.46,0.0
20160801:1309,154.56,672.71,42.3,28.95,5.13,0.0
20160801:1409,103.89,459.95,29.71,28.36,4.8,0.0
20160801:1509,44.0,226.18,17.2,27.76,4.47,0.0
20160801:1609,2.34,22.89,5.01,26.91,3.89,0.0
20160801:1709,0.0,0.0,0.0,26.05,3.31,0.0
20160801:1809,0.0,0.0,0.0,25.2,2.73,0.0
20160801:1909,0.0,0.0,0.0,24.85,2.6,0.0
20160801:2009,0.0,0.0,0.0,24.5,2.47,0.0
20160801:2109,0.0,0.0,0.0,24.16,2.34,0.0
20160801:2209,0.0,0.0,0.0,24.24,2.16,0.0
20160801:2309,0.0,0.0,0.0,24.32,1.97,0.0
20160802:0009,0.0,0.0,0.0,24.41,1.78,0.0
20160802:0109,0.0,0.0,0.0,24.13,1.57,0.0
20160802:0209,0.0,0.0,0.0,23.85,1.36,0.0
20160802:0309,0.0,0.0,0.0,23.57,1.14,0.0
20160802:0409,14.51,86.25,14.28,24.88,1.11,0.0
20160802:0509,54.78,266.67,26.74,26.18,1.08,0.0
20160802:0609,107.01,480.43,39.34,27.48,1.05,0.0
20160802:0709,148.02,661.71,51.81,28.54,1.75,0.0
20160802:0809,182.12,823.29,63.6,29.61,2.46,0.0
20160802:0909,208.13,949.54,72.88,30.67,3.16,0.0
20160802:1009,220.24,1003.09,74.12,30.39,3.6,0.0
20160802:1109,213.41,961.17,66.03,30.1,4.03,0.0
20160802:1209,191.27,847.4,54.55,29.82,4.47,0.0
20160802:1309,153.67,673.6,42.17,29.17,4.21,0.0
20160802:1409,103.77,461.58,29.58,28.53,3.94,0.0
20160802:1509,43.9,226.95,17.07,27.88,3.68,0.0
20160802:1609,2.19,21.9,4.86,26.91,3.01,0.0
20160802:1709,0.0,0.0,0.0,25.94,2.33,0.0
20160802:1809,0.0,0.0,0.0,24.97,1.66,0.0
20160802:1909,0.0,0.0,0.0,24.54,1.59,0.0
20160802:2009,0.0,0.0,0.0,24.11,1.53,0.0
20160802:2109,0.0,0.0,0.0,23.69,1.46,0.0
20160802:2209,0.0,0.0,0.0,23.72,1.33,0.0
20160802:2309,0.0,0.0,0.0,23.75,1.2,0.0
20160803:0009,0.0,0.0,0.0,23.79,1.06,0.0
20160803:0109,0.0,0.0,0.0,23.4,1.0,0.0
20160803:0209,0.0,0.0,0.0,23.02,0.93,0.0
20160803:0309,0.0,0.0,0.0,22.63,0.87,0.0
20160803:0409,14.4,85.42,14.17,23.97,0.98,0.0
20160803:0509,55.03,268.12,26.64,25.31,1.09,0.0
20160803:0609,110.23,492.17,39.23,26.65,1.2,0.0
20160803:0709,148.75,662.68,51.69,27.74,1.71,0.0
20160803:0809,190.61,863.01,63.45,28.84,2.21,0.0
20160803:0909,211.09,966.28,72.66,29.93,2.72,0.0
20160803:1009,220.08,1004.2,73.87,29.82,3.24,0.0
20160803:1109,213.2,961.23,65.84,29.71,3.76,0.0
20160803:1209,191.16,847.4,54.4,29.61,4.28,0.0
20160803:1309,153.69,673.49,42.03,28.99,4.11,0.0
20160803:1409,102.7,456.43,29.44,28.37,3.94,0.0
20160803:1509,43.47,224.11,16.92,27.75,3.78,0.0
20160803:1609,2.4,22.77,4.7,26.76,3.0,0.0
20160803:1709,0.0,0.0,0.0,25.77,2.22,0.0
20160803:1809,0.0,0.0,0.0,24.78,1.43,0.0
20160803:1909,0.0,0.0,0.0,24.33,1.21,0.0
20160803:2009,0.0,0.0,0.0,23.89,0.98,0.0
20160803:2109,0.0,0.0,0.0,23.45,0.76,0.0
20160803:2209,0.0,0.0,0.0,23.45,0.6,0.0
20160803:2309,0.0,0.0,0.0,23.45,0.45,0.0
20160804:0009,0.0,0.0,0.0,23.46,0.29,0.0
20160804:0109,0.0,0.0,0.0,23.08,0.95,0.0
20160804:0209,0.0,0.0,0.0,22.7,1.61,0.0
